SETTLEMENT DATE|CUSIP|SYMBOL|QUANTITY (FAILS)|DESCRIPTION|PRICE
20220516|G3198U102|ESNT|1|ESSENT GROUP LTD COM SHS (BMU)|40.67
20220516|G33032106|AAC|1|ARES ACQUISITION CORP CL A ORD|9.79
20220516|G33032122|AACWS|2262|ARES ACQUISITION CORP WT EXP|0.25
20220516|G3312L103|FPAC|533|FAR PEAK ACQUISITION CORP CL A|9.83
20220516|G3312L111|FPACWS|3763|FAR PEAK ACQUISITION CORP WT E|0.69
20220516|G3323L100|FN|27|FABRINET ORD SHS (CYM)|90.74
20220516|G33277107|FAMI|183983|FARMMI INC ORDINARY SHARES (CY|0.10
20220516|G3421J106|FERG|34536|FERGUSON PLC NEW (JERSEY, C.I.|122.09
20220516|G35947202|FLNG|87552|FLEX LNG LTD SHS NEW|27.16
20220516|G3619H110|FRBNW|296|FORBION EUROPEAN ACQUISITION C|0.35
20220516|G3661E114|FOUNW|915|FOUNDER SPAC RED WT EXP (CYM)0|0.42
20220516|G3661E122|FOUNU|3719|FOUNDER SPAC UNIT 1 CL A ORD S|10.29
20220516|G36816117|FICVU|1263|FRONTIER INVT CORP UNIT 1 ORD |9.76
20220516|G36816125|FICVW|530|FRONTIER INVT CORP WT EXP (CYM|0.18
20220516|G3682E192|FRO|60335|FRONTLINE LTD (BMU)|7.99
20220516|G3728Y111|HERAW|1379|FTAC HERA ACQUISITION CORP WT |0.20
20220516|G3788R105|ESGC|11100|EROS STX GLOBAL CORPORATION(IM|1.61
20220516|G38537109|GIAC|2422|GESHER I ACQUISITION CORP SHS |9.85
20220516|G3855L106|GHRS|373|GH RESH PLC SHS (IRL)|9.77
20220516|G3922B107|G|385|GENPACT LIMITED|43.06
20220516|G3934J122|GSAQW|63|GLOBAL SYNERGY ACQUISITION COR|0.07
20220516|G3934V117|GENIWS|561|GENIUS SPORTS LTD WT EXP|0.55
20220516|G39387108|GFS|15704|GLOBALFOUNDRIES INC SHS (CYM) |52.77
20220516|G39462117|GMVDW|882|G MED INNOVATIONS HLDGS LTD WT|0.16
20220516|G39462208|GMVD|29|G MED INNOVATIONS HLDGS LTD SH|0.76
20220516|G39637205|GOGL|33013|GOLDEN OCEAN GROUP LTD SHS NEW|13.83
20220516|G39714129|HHLAWS|98|HH&L ACQUISITION CO WT EXP (CY|0.21
20220516|G39973105|GSMG|7560|GLORY STAR NEW MEDIA GROUP LTD|0.72
20220516|G39973113|GSMGW|12512|GLORY STAR NEW MEDIA GROUP LTD|0.01
20220516|G4R23P129|HHGCW|200|HHG CAP CORP USD RED WTS 02/25|0.28
20220516|G40705108|GDLC|224|GRAYSCALE DIGITAL LARGE CAP FD|11.50
20220516|G4086B107|GRCY|30|GREENCITY ACQUISITION CORP USD|10.41
20220516|G4095J109|GLRE|52|GREENLIGHT CAPITAL RE LTD CL A|7.33
20220516|G41089114|RICOW|100|AGRICO ACQUISITION CORP WT EXP|0.17
20220516|G4124C109|GRAB|1183106|GRAB HLDGS LTD CL A ORD (CYM) |2.82
20220516|G41522114|GFGDW|3157|GROWTH GOOD ACQUISITION CORP W|0.14
20220516|G4236L112|GFAI|949|GUARDFORCE AI CO. LTD SHS NEW |0.46
20220516|G4474Y214|JHG|7669|HENDERSON GROUP PLC ORD SHS (J|27.40
20220516|G45667105|HOLI|161|HOLLYSYS AUTOMATION TECHNOLOGI|14.96
20220516|G46188101|HZNP|1|HORIZON THERAPEUTICS PUB LTD C|90.43
20220516|G4645C117|HUSN|2417|HUDSON CAP INC ORD SHS NEW (VG|1.64
20220516|G4645E105|HUDI|4309|HUADI INTL GROUP CO LTD USD OR|28.80
20220516|G46843101|IBER|1700|IBERE PHARMACEUTICALS CL A SHS|9.78
20220516|G46843119|IBERWS|200|IBERE PHARMACEUTICALS WT EXP|0.18
20220516|G4705A100|ICLR|11|ICON PLC ADR|211.00
20220516|G4740B105|ICHR|32|ICHOR HLDGS LTD SHS (CYM)|28.26
20220516|G4760X102|INDO|13951|INDONESIA ENERGY CORP LTD USD |13.80
20220516|G4809J106|IGIC|1|INTERNATIONAL GEN INS HLDGS LT|7.67
20220516|G49219119|IVCAU|1325|INVESTCORP INDIA ACQU CORP UNI|10.02
20220516|G49773107|ITQ|900|ITIQUIRA ACQUISITION CORP CL A|9.79
20220516|G5S70A104|OPA|100|MAGNUM OPUS ACQUISITION LTD CL|9.81
20220516|G5S70A112|OPAWS|3201|MAGNUM OPUS ACQUISITION LTD WT|0.58
20220516|G5S70A120|OPAU|100|MAGNUM OPUS ACQ LTD UNIT 1 CL |10.09
20220516|G5S74L106|MEKA|2046|MELI KASZEK PIONEER CORP CL A |10.07
20220516|G50737108|JWSM|25737|JAWS MUSTANG ACQUISITION CORP |9.80
20220516|G50737124|JWSMWS|9078|JAWS MUSTANG ACQUISITION CORP |0.34
20220516|G50875106|JCSE|3585|JE CLEANTECH HLDGS LTD ORD SHS|10.45
20220516|G51502105|JCI|466|JOHNSON CTLS INTL PLC SHS (IRL|52.21
20220516|G52131128|KACLW|180|KAIROUS ACQUISITION CORP LTD W|0.12
20220516|G5223X100|KXIN|111277|KAIXIN AUTO HLDGS SHS (CYM)|1.01
20220516|G52519116|KCACWS|4478|KENSINGTON CAP ACQ CORP IV WT |0.45
20220516|G52519132|KCACU|776|KENSINGTON CAP ACQ CORP IV 1 C|10.18
20220516|G5276C102|KIIIW|432|KISMET ACQ THREE CORP USD WTS |0.13
20220516|G5279F102|EZGO|198|EZGO TECHNOLOGIES LTD USD ORD |0.89
20220516|G5352N105|LBBB|3613|LAKESHORE ACQUISITION II CORP.|9.90
20220516|G5352N121|LBBBW|1700|LAKESHORE ACQUISITION II CORP.|0.12
20220516|G53702117|LNFAWS|532|L&F ACQUISITION CORP WT EXP 05|0.30
20220516|G54050102|LAZ|44|LAZARD LTD|32.18
20220516|G5462L122|LVRAW|400|LEVERE HLDGS CORP WT EXP (CYM)|0.12
20220516|G5463R128|LHCWS|2500|LEO HLDGS CORP II|0.13
20220516|G5480U104|LBTYA|37429|LIBERTY GLOBAL PLC SHS CL A|23.00
20220516|G5494J103|LIN|11277|LINDE PLC SHS (IRL)|308.77
20220516|G5509L101|LIVN|18|LIVANOVA PLC SHS (GBR)|65.05
20220516|G5698W116|LXFR|131|LUXFER HOLDINGS PLC SHS (GBR) |15.76
20220516|G56981106|LKCO|137023|LUOKUNG TECHNOLOGY CORP SHS|0.43
20220516|G5709C125|MSDAW|200|MSD ACQUISITION CORP WT EXP (C|0.32
20220516|G5709L109|LMDX|26282|LUMIRADX LTD SHS LTD (CYM)|3.88
20220516|G5709L117|LMDXW|110|LUMIRADX LTD WT EXP 09/28/26|0.98
20220516|G5753U120|MHPRA|138|MAIDEN HOLDINGS, LTD. PREF SHS|5.61
20220516|G5753U146|MHPRD|44|MAIDEN HOLDINGS LTD. PREFERRED|5.17
20220516|G5785G107|MNKKQ|154430|MALLINCKRODT PUB LTD CO SHS (I|0.08
20220516|G5924V114|MCDTF|435|MCDERMOTT INTL LTD|.
20220516|G5924V122|MCDBF|483|MCDERMOTT INTL LTD|.
20220516|G5960L103|MDT|784|MEDTRONIC PLC ORD SHS (IRL)|102.67
20220516|G59665102|MGTX|18|MEIRAGTX HLDGS PLC (CYM)|8.71
20220516|G6S23K124|MACAW|1088|MORINGA ACQ CORP USD WTS TO PU|0.13
20220516|G6053N139|MSSAU|1899|METAL SKY STAR ACQUISITION COR|9.98
20220516|G6055H148|METX|14432|METEN HOLDING GROUP LTD SHS NE|1.31
20220516|G6095L109|APTV|374|APTIV PLC SHS (JEY)|98.13
20220516|G6096M106|APM|2520|APTORUM GROUP LTD USD CL A ORD|1.00
20220516|G6180C105|YGMZ|2840|MINGZHU LOGISTICS HLDGS LTD US|1.58
20220516|G6246M113|MPACU|103|MODEL PERFORMANCE ACQ CORP (VG|10.60
20220516|G6331P104|AOSL|320|ALPHA & OMEGA SEMICONDUCTOR LT|38.75
20220516|G6333L101|ITRM|7751|ITERUM THERAPEUTICS LTD|0.22
20220516|G63907102|NTP|1|NAM TAI PPTY INC COM SHS (VGB)|4.11
20220516|G6483G100|NEGG|44110|NEWEGG COMM INC USD COM SHS (V|4.83
20220516|G65163100|JOBY|165774|JOBY AVIATION INC (CYM)|5.33
20220516|G6518L108|NLSN|6951|NIELSEN HLDGS PLC SHS EUR (GBR|25.14
20220516|G6529J100|GDEV|1287|NEXTERS INC ORD SHS (VGB)|6.38
20220516|G6529L105|NVSA|2819|NEW VISTA ACQUISITION CORP CL |9.80
20220516|G6564A105|NOMD|1509|NOMAD FOODS LTD ORDINARY SHARE|21.05
20220516|G65773106|NAT|13937|NORDIC AMERICAN TANKERS LTD SH|2.51
20220516|G6580S106|MBTCR|100|NOCTURNE ACQUISITION CORP USD |0.15
20220516|G6593L106|NISN|12400|NISUN INTL ENTERPRISE DEV GROU|0.63
20220516|G66139125|NAACW|2321|NORTH ATLANTIC ACQUISITION COR|0.33
20220516|G66721104|NCLH|259788|NORWEGIAN CRUISE LINE HLDGS LT|16.22
20220516|G6683N103|NU|873084|NU HLDGS LTD|4.82
20220516|G6715X103|OACB|24999|OAKTREE ACQUISITION CORP II CO|9.94
20220516|G6715X111|OACBWS|62|OAKTREE ACQUISITION CORP II|0.89
20220516|G6755Q117|ONYXW|1300|ONYX ACQ.CO. I USD RED WTS (CY|0.22
20220516|G67828205|SEED|1092|ORIGIN AGRITECH LIMITED|7.04
20220516|G67927106|OST|4583|OSTIN TECHNOLOGY GROUP CO LTD |2.46
20220516|G6796W107|OCG|204|ORIENTAL CULTURE HLDG LTD COM |3.14
20220516|G6856M114|OXBRW|13|OXBRIDGE RE HLDGS LTD WTS EXP |0.44
20220516|G68707101|PAGS|422|PAGSEGURO DIGITAL LTD|13.47
20220516|G69454109|PLAO|100|PATRIA LATIN AMERN OPPORTUNITY|10.02
20220516|G69454117|PLAOW|500|PATRIA LATIN AMERN OPPORTUNITY|0.16
20220516|G69768110|PGSSWS|100|PEGASUS DIGITAL MOBILITY ACQUI|0.52
20220516|G7T16G103|SPNS|365|SAPIENS INTL CORP NV NEW (CYM)|24.25
20220516|G7007D110|PCCTW|199|PERCEPTION CAP CORP II RED WT |0.10
20220516|G7008B121|PDOTWS|243|PERIDOT ACQUISITION CORP. II U|0.21
20220516|G7114V102|PME|2000|PINGTAN MARINE ENTERPRISE LTD |0.94
20220516|G7134L118|PLMIW|5329|PLUM ACQUISITION CORP I WT EXP|0.29
20220516|G7134L126|PLMI|14022|PLUM ACQUISITION CORP I CL A O|9.75
20220516|G7158C119|THACW|700|THRIVE ACQ.CORP USD RED WTS (C|0.16
20220516|G7158C127|THACU|1308|THRIVE ACQUISITION CORP USD UN|10.09
20220516|G71707122|PNTMWS|250|PONTEM CORP WT EXP|0.18
20220516|G7185A128|PRTG|545|PORTAGE BIOTECH INC|6.20
20220516|G72007100|PBTS|33501|POWERBRIDGE TECHNOLOGIES CO LT|0.26
20220516|G7209M116|POWRW|2894|POWERED BRANDS RED WT EXP|0.14
20220516|G72556106|PEGR|21|PROJECT ENERGY REIMAGINED ACQ.|9.70
20220516|G7258M108|PGRU|1050|PROPERTYGURU GROUP LTD ORD SHS|6.66
20220516|G7282L126|PAQCW|200|PROVIDENT ACQUISITION CORP WT |0.34
20220516|G7307E107|QLI|524|QILIAN INTL HLDG GROUP LTD USD|1.58
20220516|G73268107|QTNT|1441|QUOTIENT LIMITED ORDINARY SHAR|0.41
20220516|G7330C110|RCFAWS|890|RCF ACQUISITION CORP RED WT EX|0.25
20220516|G7415M124|RCON|49862|RECON TECHNOLOGY, LTD. CLASS A|0.86
20220516|G7417R105|RBAC|284777|REDBALL ACQUISITION CORP CL A |9.96
20220516|G7417R113|RBACWS|3348|REDBALL ACQUISITION CORP WT EX|0.72
20220516|G7487R100|RGC|250|REGENCELL BIOSCIENCE HLDGS LTD|24.50
20220516|G7496G103|RNR|1|RENAISSANCERE HOLDINGS LTD|147.65
20220516|G7500M104|RNW|100|RENEW ENERGY GLOBAL PLC SHS CL|6.80
20220516|G7552B105|LEAP|9999|RIBBIT LEAP LTD ORD SHS CL A|9.88
20220516|G7573M114|RRACWS|291|RIGEL RESOURCE ACQ CORP WT EXP|0.24
20220516|G7614L109|RKLY|22300|ROCKLEY PHOTONICS HLDGS LTD SH|2.63
20220516|G7614L117|RKLYWS|2334|ROCKLEY PHOTONICS HLDGS LTD WT|0.32
20220516|G76279101|ROIV|12227|ROIVANT SCIENCES LTD SHS (BMU)|3.46
20220516|G7641C114|ROSSWS|5262|ROSS ACQUISITION CORP II WT EX|0.30
20220516|G7709Q104|RPRX|264|ROYALTY PHARMA PLC SHS CL A (G|39.94
20220516|G7738W106|SFL|2952|SFL CORP LTD SH (BMU)|10.87
20220516|G7777C102|SROYF|164|SAILFISH RTY CORP SHS (VGB)|0.98
20220516|G7823S101|SATL|198662|SATELLOGIC INC. USD CL A ORD S|5.50
20220516|G7823W110|SRSAW|482|SARISSA CAP ACQUISITION CORP|0.23
20220516|G7852T111|SAITW|66|SAI TECH GLOBAL CORP RED WT EX|0.32
20220516|G79407105|SCRM|4575|SCREAMING EAGLE ACQUISITION CO|9.64
20220516|G79407121|SCRMW|1291|SCREAMING EAGLE ACQUISITION CO|0.41
20220516|G7997R103|STX|86811|SEAGATE TECH HLDS PLC ORDINARY|80.71
20220516|G80475109|SQZZF|3365|SERICA ENERGY PLC (UK)|3.98
20220516|G8060N102|ST|50|SENSATA TECHNOLOGIES HLDG PLC |45.08
20220516|G81355102|SLCR|209|SILVER CREST ACQUISITION CORP |9.85
20220516|G8201H113|SPKBW|208|SILVER SPIKE ACQ CORP II CORP |0.12
20220516|G8210L121|SLAMW|4882|SLAM CORP WT EXP (CYM)|0.21
20220516|G8232Y101|SGH|799|SMART GLOBAL HLDGS INC SHS|23.03
20220516|G82472112|FLYA|500|SOAR TECHNOLOGY ACQUISITION CO|10.13
20220516|G8251L105|IPOF|31954|SOCIAL CAP HEDOSOPHIA HLDGS CO|10.18
20220516|G8251L121|IPOFU|1|SOCIAL CAP HEDOSOPHIA HLDGS CO|10.44
20220516|G82514111|IPODWS|27584|SOCIAL CAP HEDOSOPHIA HLDGS CO|0.88
20220516|G8372A129|AKICW|65|SPORTS VENTURES ACQUISITION CO|0.85
20220516|G8473T100|STE|3113|STERIS PLC ORD SHS(IRL)|216.18
20220516|G8588X111|SGHCWS|503|SUPER GROUP SGHC LTD WT EXP|1.90
20220516|G8601N108|SVFC|9017|SVF INVT CORP 3 CLASS A (CYM) |9.94
20220516|G86302109|SWVL|30773|SWVL HLDGS CORP COM CL A (VGB)|5.81
20220516|G8675V119|TAOP|1691|TAPPING INC, BVI ORDINARY SHAR|1.25
20220516|G8675X123|TANH|43680|TANTECH HLDGS LTD COM SHS NEW |0.27
20220516|G87076116|VCXAW|4|10X CAP VENTURE ACQ CORP II WT|0.13
20220516|G87077106|VCXB|9916|10X CAP VENTURE ACQUISITION CO|9.94
20220516|G87077114|VCXBWS|10401|10X CAP VENTURE ACQUISITION CO|0.11
20220516|G87110105|FTI|9|TECHNIPFMC PLC COM (GBR)|7.37
20220516|G87119106|TETE|300|TECHNOLOGY & TELECOMMUNICATION|9.98
20220516|G87264100|TGLS|780|TECNOGLASS INC COM|20.43
20220516|G8739H106|TEKK|17164|TEKKORP DIGITAL ACQUISITION CO|9.85
20220516|G8739H114|TEKKW|7430|TEKKORP DIGITAL ACQUISITION CO|0.11
20220516|G88672103|TINV|214|TIGA ACQUISITION CORP CL A|10.23
20220516|G88672111|TINVWS|8938|TIGA ACQUISITION CORP WT EXP 1|0.85
20220516|G89479102|TRMD|300|TORM PLC SHS CL A|12.20
20220516|G8956E109|TRTL|1438|TORTOISEECOFIN ACQUISITION COR|9.68
20220516|G8990D117|TPGYWS|6|TPG PACE BEN FIN CORP WT EXP 1|0.31
20220516|G9R16L126|VMCAU|230|VALUENCE MERGER CORP I UNIT 1 |10.07
20220516|G9001E128|LILAK|2755|LIBERTY LATIN AMER LTD CL C (B|8.46
20220516|G9078F131|TRTNPRB|884|TRITON INTL LTD RED PERP PFD C|25.43
20220516|G9094C104|TROO|28|TROOPS, INC. ORDINARY SHARES|2.90
20220516|G9108L173|TNP|400136|TSAKOS ENERGY NAVIGATION LTD|11.13
20220516|G9151L120|TRCAWS|314|TWIN RIDGE CAP ACQUISITION COR|0.15
20220516|G91595101|TZPS|64395|TZP STRATEGIES ACQUISITION COR|9.81
20220516|G91595119|TZPSW|903|TZP STRATEGIES ACQUISITION COR|0.15
20220516|G9310A114|UTSI|1522|UTSTARCOM HOLDINGS CORP ORD SH|0.71
20220516|G9320Z117|VHNAW|1995|VAHANNA TECH EDGE ACQ I CORP. |0.14
20220516|G9329Z100|VNTR|1|VENATOR MATLS PLC SHS (GBR)|1.87
20220516|G9440A109|VSTA|1|VASTA PLATFORM LTD CLASS A (CY|4.28
20220516|G9440B107|VCKA|126175|VICKERS VANTAGE CORP I SHS (CY|10.20
20220516|G9440B115|VCKAW|306|VICKERS VANTAGE CORP I WT EXP |0.30
20220516|G9440D103|VTRU|111|VITRU LTD COM (CYM)|15.30
20220516|G9442G104|UPC|1692|UNIVERSE PHARMACEUTICALS INC U|1.09
20220516|G9444H100|VYGG|1|VY GLOBAL GROWTH CL A SHS|9.85
20220516|G9451V109|VINP|226|VINCI PARTNERS INVTS LTD COM C|11.35
20220516|G9460C100|WALD|1|WALDENCAST ACQUISITION CORP CL|9.89
20220516|G9460C118|WALDW|2361|WALDENCAST ACQUISITION CORP RE|1.00
20220516|G9460G101|VAL|430|VALARIS LTD COM (BMU)|57.55
20220516|G9460K128|VGIIWS|784|VIRGIN GROUP ACQUISITION CORP |0.47
20220516|G9460M124|WPCBWS|367|WARBURG PINCUS CAP CORP I-B|0.25
20220516|G9461D115|WPCAWS|100|WARBURG PINCUS CAP CORP I-A|0.39
20220516|G9471C107|EVTL|61794|VERTICAL AEROSPACE LTD SHS|6.19
