SETTLEMENT DATE|CUSIP|SYMBOL|QUANTITY (FAILS)|DESCRIPTION|PRICE
20220502|G3788R105|ESGC|22358|EROS STX GLOBAL CORPORATION(IM|1.73
20220502|G38327105|GPRK|1|GEOPARK LTD. USD SHARES (BMU) |15.72
20220502|G3932F106|SDH|475|GLOBAL INTERNET OF PEOPLE INC |1.94
20220502|G3934V109|GENI|11268|GENIUS SPORTS LTD SHS (GGY)|3.82
20220502|G3934V117|GENIWS|753|GENIUS SPORTS LTD WT EXP|0.75
20220502|G39342103|CO|163|GLOBAL CORD BLOOD CORP SHS (CY|3.43
20220502|G39387108|GFS|203|GLOBALFOUNDRIES INC SHS (CYM) |52.29
20220502|G39462117|GMVDW|1750|G MED INNOVATIONS HLDGS LTD WT|0.10
20220502|G39462208|GMVD|8303|G MED INNOVATIONS HLDGS LTD SH|1.21
20220502|G39637205|GOGL|74488|GOLDEN OCEAN GROUP LTD SHS NEW|12.53
20220502|G3970D104|GBRG|333|GOLDENBRIDGE ACQUISITION LTD U|10.08
20220502|G3970D120|GBRGW|405|GOLDENBRIDGE ACQUISITION LTD U|0.07
20220502|G39973105|GSMG|2996|GLORY STAR NEW MEDIA GROUP LTD|0.81
20220502|G4R23P103|HHGC|499|HHG CAP CORP USD ORD SHS (VGB)|9.98
20220502|G40705108|GDLC|30|GRAYSCALE DIGITAL LARGE CAP FD|17.58
20220502|G4086B107|GRCY|220|GREENCITY ACQUISITION CORP USD|10.46
20220502|G4124C109|GRAB|2823|GRAB HLDGS LTD CL A ORD (CYM) |2.95
20220502|G4204R109|GSQD|1|G SQUARED ASCEND I INC CL A OR|9.83
20220502|G4236L112|GFAI|15978|GUARDFORCE AI CO. LTD SHS NEW |0.67
20220502|G4373K109|HAIA|13003|HEALTHCARE AI ACQUISITION CORP|9.96
20220502|G4373K117|HAIAW|100|HEALTHCARE AI ACQUISITION CORP|0.41
20220502|G44525106|PRLH|363|PEARL HLDGS ACQUISITIONS CORP |9.93
20220502|G4474Y214|JHG|827|HENDERSON GROUP PLC ORD SHS (J|30.48
20220502|G45667105|HOLI|3|HOLLYSYS AUTOMATION TECHNOLOGI|15.40
20220502|G46044114|HZONWS|478|HORIZON ACQUISITION CORP II|0.50
20220502|G4645C117|HUSN|638|HUDSON CAP INC ORD SHS NEW (VG|1.93
20220502|G4645E105|HUDI|9106|HUADI INTL GROUP CO LTD USD OR|23.00
20220502|G4760X102|INDO|2718|INDONESIA ENERGY CORP LTD USD |18.24
20220502|G47874105|IPAXU|128|INFLECTION PT ACQ CORP UNIT 1 |9.87
20220502|G48028123|NFNTWS|129|INFINITE ACQUISITION CORP WT E|0.40
20220502|G4809J106|IGIC|15794|INTERNATIONAL GEN INS HLDGS LT|7.57
20220502|G48833118|WFRD|1132|WEATHERFORD INTL PLC ORD SHS N|32.28
20220502|G49775102|ITHX|70|ITHAX ACQUISITION CORP|9.87
20220502|G49775128|ITHXW|2319|ITHAX ACQUISITION CORP WT|0.46
20220502|G5S11A106|JGGC|5101|JAGUAR GLOBAL GROWTH CORP I OR|9.93
20220502|G5S11A148|JGGCU|347|JAGUAR GLOBAL GROWTH CROP I US|10.11
20220502|G50752123|JATTWS|655|JATT ACQUISITION CORP WT EXP (|0.27
20220502|G50871105|JAZZ|11604|JAZZ PHARMACEUTICALS PLC COM S|160.22
20220502|G50875106|JCSE|13810|JE CLEANTECH HLDGS LTD ORD SHS|4.35
20220502|G51400102|JZXN|11736|JIUZI HOLDINGS INC ORD SHS (CY|1.26
20220502|G51502105|JCI|484773|JOHNSON CTLS INTL PLC SHS (IRL|59.87
20220502|G52131102|KACLU|14|KAIROUS ACQ.CORP LTD UNIT 1 SH|10.30
20220502|G52131128|KACLW|700|KAIROUS ACQUISITION CORP LTD W|0.16
20220502|G52131136|KACLR|200|KAIROUS ACQUISITION CORP LTD R|0.20
20220502|G5223X100|KXIN|4032|KAIXIN AUTO HLDGS SHS (CYM)|1.00
20220502|G52519116|KCACWSA|301990|KENSINGTON CAP ACQ CORP IV WT |0.44
20220502|G52519157|KCAU|139948|KENSINGTON CAP ACQ CORP IV UNT|9.73
20220502|G5259L129|KRNLW|663|KERNEL GROUP HLDGS INC WT EXP |0.16
20220502|G5269C101|KNSA|1582|KINIKSA PHARMACEUTICALS LTD|9.33
20220502|G5352N105|LBBB|8483|LAKESHORE ACQUISITION II CORP.|9.96
20220502|G5352N113|LBBBR|163|LAKESHORE ACQUISITION II CORP.|0.17
20220502|G5352N121|LBBBW|3148|LAKESHORE ACQUISITION II CORP.|0.15
20220502|G5352N139|LBBBU|34|LAKESHORE ACQUISITION II CORP.|10.16
20220502|G53521111|LAAAW|151|LAKESHORE ACQUISITION I CORP W|0.26
20220502|G5463R102|LHC|1|LEO HLDGS CORP II|9.85
20220502|G5480U120|LBTYK|14|LIBERTY GLOBAL PLC SHS CL C (U|23.70
20220502|G5494J103|LIN|50|LINDE PLC SHS (IRL)|311.96
20220502|G5509L101|LIVN|508|LIVANOVA PLC SHS (GBR)|76.66
20220502|G5510R105|LIVB|1531|LIV CAP ACQUISITION CORP II CL|9.95
20220502|G5596W127|WQGAWS|100|WORLD QUANTUM GROWTH ACQ.CORP |0.32
20220502|G5698W116|LXFR|1585|LUXFER HOLDINGS PLC SHS (GBR) |16.14
20220502|G56981106|LKCO|45087|LUOKUNG TECHNOLOGY CORP SHS|0.49
20220502|G5709L109|LMDX|23578|LUMIRADX LTD SHS LTD (CYM)|4.78
20220502|G5753U112|MHLD|5859|MAIDEN HOLDINGS LTD COM STK (B|2.22
20220502|G5753U120|MHPRA|66|MAIDEN HOLDINGS, LTD. PREF SHS|6.36
20220502|G5784H106|MANU|11132|MANCHESTER UTD PLC NEW|13.54
20220502|G5785G107|MNKKQ|116922|MALLINCKRODT PUB LTD CO SHS (I|0.09
20220502|G5924V106|MCDIF|1303|MCDERMOTT INTL LTD COM (BMU)|0.65
20220502|G5924V114|MCDTF|435|MCDERMOTT INTL LTD|.
20220502|G5924V122|MCDBF|483|MCDERMOTT INTL LTD|.
20220502|G5966G108|MHUA|112|MEIHUA INTL MED TECHNOLOGIES C|8.24
20220502|G6S41R101|RVLP|2861|RVL PHARMACEUTICALS PLC ORDINA|1.36
20220502|G6055H114|METX|377121|METEN HOLDING GROUP LTD USD OR|0.10
20220502|G6293R114|MTVCWS|7240|MOTIVE CAP CORP II RED WT EXP |0.40
20220502|G6301J112|MCAAW|40|MOUNTAIN & CO I ACQUISITION CO|0.21
20220502|G6359F137|NBR|8|NABORS INDS LTD (NEW) BERMUDA |154.62
20220502|G637AM102|MYOV|45|MYOVANT SCIENCES LTD COM (BMU)|9.31
20220502|G6375R107|NESR|214|NATIONAL ENERGY SVCS REUNITED |6.69
20220502|G63836103|IVCP|230750|SWIFTMERGE ACQUISITION CORP CL|9.84
20220502|G63907102|NTP|248|NAM TAI PPTY INC COM SHS (VGB)|6.21
20220502|G6483G100|NEGG|35613|NEWEGG COMM INC USD COM SHS (V|6.42
20220502|G65163100|JOBY|343855|JOBY AVIATION INC (CYM)|5.24
20220502|G6518L108|NLSN|5301|NIELSEN HLDGS PLC SHS EUR (GBR|26.81
20220502|G6529J100|GDEV|1287|NEXTERS INC ORD SHS (VGB)|6.38
20220502|G6529L105|NVSA|1|NEW VISTA ACQUISITION CORP CL |9.83
20220502|G65773106|NAT|1001621|NORDIC AMERICAN TANKERS LTD SH|2.56
20220502|G6610J209|NE|147747|NOBLE CORP NEW COMMON SHS (CYM|31.93
20220502|G66139109|NAAC|3092|NORTH ATLANTIC ACQUISITION COR|9.95
20220502|G66721104|NCLH|9938|NORWEGIAN CRUISE LINE HLDGS LT|20.03
20220502|G6683N103|NU|336855|NU HLDGS LTD|6.01
20220502|G6700G107|NVT|8802|NVENT ELEC PLC SHS (IRL)|33.78
20220502|G6715X103|OACB|15622|OAKTREE ACQUISITION CORP II CO|9.94
20220502|G6755Q117|ONYXW|989|ONYX ACQ.CO. I USD RED WTS (CY|0.20
20220502|G6769T115|ORXGF|2520|ORCA ENERGY GROUP INC ORDINARY|3.89
20220502|G6780C117|ORIAW|88|ORION BIOTECH OPPORTUNITIES CO|0.40
20220502|G67828205|SEED|394|ORIGIN AGRITECH LIMITED|8.91
20220502|G67927106|OST|33847|OSTIN TECHNOLOGY GROUP CO LTD |3.70
20220502|G69451105|PAX|248|PATRIA INVTS LTD CL A COM (CYM|16.31
20220502|G69454125|PLAOU|791|PATRIA LATIN AMERN OPP ACQ COR|10.10
20220502|G69768110|PGSSWS|80|PEGASUS DIGITAL MOBILITY ACQUI|0.47
20220502|G7T16G103|SPNS|608|SAPIENS INTL CORP NV NEW (CYM)|23.24
20220502|G7T983111|SCUAWS|600|SCULPTOR ACQUISITION CORP I WT|0.32
20220502|G7007D102|PCCT|2939|PERCEPTION CAP CORP II CL A (C|10.02
20220502|G71700101|CPOP|509|POP CULTURE GROUP CO LTD USD C|1.02
20220502|G7185A128|PRTG|465|PORTAGE BIOTECH INC|5.54
20220502|G72007100|PBTS|91713|POWERBRIDGE TECHNOLOGIES CO LT|0.33
20220502|G7258M108|PGRU|736|PROPERTYGURU GROUP LTD ORD SHS|7.71
20220502|G7282L126|PAQCW|5349|PROVIDENT ACQUISITION CORP WT |0.38
20220502|G7306H101|PHCF|81|PUHUI WEALTH INVT MGMT CO LTD |0.69
20220502|G7308P127|PHYTWS|431|PYROPHYTE ACQUISITION CORP WT |0.37
20220502|G73268107|QTNT|5814|QUOTIENT LIMITED ORDINARY SHAR|0.58
20220502|G7415M124|RCON|721|RECON TECHNOLOGY, LTD. CLASS A|0.83
20220502|G7417R105|RBAC|590|REDBALL ACQUISITION CORP CL A |9.94
20220502|G7487R100|RGC|44|REGENCELL BIOSCIENCE HLDGS LTD|22.40
20220502|G7498P127|RNRPRG|1625|RENAISSANCERE HOLDINGS LTD DEP|18.78
20220502|G7500M104|RNW|27|RENEW ENERGY GLOBAL PLC SHS CL|7.98
20220502|G7552B105|LEAP|1|RIBBIT LEAP LTD ORD SHS CL A|9.90
20220502|G76279119|ROIVW|280|ROIVANT SCIENCES LTD WT EXP 09|0.62
20220502|G7709Q104|RPRX|137|ROYALTY PHARMA PLC SHS CL A (G|42.58
20220502|G7823S101|SATL|995|SATELLOGIC INC. USD CL A ORD S|9.24
20220502|G7823W110|SRSAW|9|SARISSA CAP ACQUISITION CORP|0.43
20220502|G7852T103|SAI|21258|SAI TECH GLOBAL CORP CL A ORD |9.86
20220502|G7852T111|SAITW|29188|SAI TECH GLOBAL CORP RED WT EX|0.48
20220502|G7997R103|STX|43633|SEAGATE TECH HLDS PLC ORDINARY|82.04
20220502|G8T90F102|STRE|1|SUPERNOVA PARTNERS ACQUISITION|9.80
20220502|G8028L107|LGST|139|SEMPER PARATUS ACQUISITION COR|10.02
20220502|G80475109|SQZZF|23768|SERICA ENERGY PLC (UK)|5.10
20220502|G8060N102|ST|5|SENSATA TECHNOLOGIES HLDG PLC |45.41
20220502|G8062B106|SNTG|1376|SENTAGE HLDGS INC.|0.70
20220502|G81173117|SHUAW|2900|SHUAA PARTNERS ACQUISITION COR|0.16
20220502|G81276100|SIG|515|SIGNET JEWELERS LTD COM SHS|70.20
20220502|G81355102|SLCR|100|SILVER CREST ACQUISITION CORP |9.84
20220502|G8192H106|SPNT|2229|SIRIUSPOINT LTD COM SHS (BMU) |6.28
20220502|G8211A108|EDTK|342|SKILLFUL CRAFTSMAN ED TECH LTD|1.29
20220502|G8232Y101|SGH|120|SMART GLOBAL HLDGS INC SHS|22.66
20220502|G82472120|FLYAWS|742|SOAR TECHNOLOGY ACQUISITION CO|0.26
20220502|G8251L113|IPOFWS|491|SOCIAL CAP HEDOSOPHIA HLDGS CO|1.24
20220502|G8251L121|IPOFU|1|SOCIAL CAP HEDOSOPHIA HLDGS CO|10.56
20220502|G82514103|IPOD|3046|SOCIAL CAP HEDOSOPHIA HLDGS CO|10.15
20220502|G8274F101|SPCM|545|SOUND PT ACQUISITION CORP I LT|10.07
20220502|G8372A103|AKIC|1|SPORTS VENTURES ACQUISITION CO|9.93
20220502|G8377A108|SV|60|SPRING VY ACQUISITION CORP CLA|9.54
20220502|G8377A124|SVSVW|10758|SPRING VY ACQUISITION CORP WT |2.18
20220502|G85158106|STNE|5537|STONECO LTD CL A (CYM)|9.42
20220502|G8588X103|SGHC|23690|SUPER GROUP SGHC LTD COM|9.58
20220502|G86302109|SWVL|89911|SWVL HLDGS CORP COM CL A (VGB)|8.59
20220502|G86659102|TLOFF|59265|TALON METALS CORP (VIRGIN ISLA|0.54
20220502|G8675N125|TGAAW|1605|TARGET GLOBAL ACQUISITION I CO|0.27
20220502|G8675V119|TAOP|1839|TAPPING INC, BVI ORDINARY SHAR|1.35
20220502|G8675X123|TANH|28266|TANTECH HLDGS LTD COM SHS NEW |0.37
20220502|G87077106|VCXB|2|10X CAP VENTURE ACQUISITION CO|9.99
20220502|G87119106|TETE|318|TECHNOLOGY & TELECOMMUNICATION|9.99
20220502|G87119114|TETEW|400|TECHNOLOGY & TELECOMMUNICATION|0.16
20220502|G8739H106|TEKK|552|TEKKORP DIGITAL ACQUISITION CO|9.87
20220502|G8739H114|TEKKW|229|TEKKORP DIGITAL ACQUISITION CO|0.26
20220502|G8807B106|TBPH|107547|THERAVANCE BIOPHARMA INC ORD S|9.65
20220502|G88912103|TLSA|704|TIZIANA LIFE SCIENCES LTD (BMU|1.01
20220502|G88935112|USCT|2|TKB CRITICAL TECHNOLOGIES 1 CL|10.03
20220502|G88935120|USCTW|710|TKB CRITICAL TECHNOLOGIES 1 WT|0.22
20220502|G89479102|TRMD|63348|TORM PLC SHS CL A|9.77
20220502|G8994E103|TT|78724|TRANE TECHNOLOGIES PLC SHS (IR|139.89
20220502|G9R16L126|VMCAU|895|VALUENCE MERGER CORP I UNIT 1 |10.14
20220502|G9001E128|LILAK|5082|LIBERTY LATIN AMER LTD CL C (B|9.24
20220502|G9094C104|TROO|1|TROOPS, INC. ORDINARY SHARES|3.44
20220502|G9108L173|TNP|309|TSAKOS ENERGY NAVIGATION LTD|12.05
20220502|G91595119|TZPSW|714|TZP STRATEGIES ACQUISITION COR|0.20
20220502|G9310A114|UTSI|1405|UTSTARCOM HOLDINGS CORP ORD SH|0.82
20220502|G9320Z109|VHNA|20|VAHANNA TECH EDGE ACQUISITION |9.99
20220502|G9376R100|VVPR|8158|VIVOPOWER INTERNATIONAL PLC SH|1.33
20220502|G94184101|WAFU|761|WAH FU ED GROUP LTD SHS (VGB) |2.51
20220502|G9420F128|VENAR|110|VENUS ACQ CORP USD RTS TO PUR |0.20
20220502|G9440A109|VSTA|859|VASTA PLATFORM LTD CLASS A (CY|5.31
20220502|G9440D103|VTRU|259|VITRU LTD COM (CYM)|15.48
20220502|G9442G104|UPC|864|UNIVERSE PHARMACEUTICALS INC U|1.19
20220502|G9444H100|VYGG|1|VY GLOBAL GROWTH CL A SHS|9.95
20220502|G9460G101|VAL|3567|VALARIS LTD COM (BMU)|50.75
20220502|G9460G119|VALWS|3738|VALARIS LTD WT EXP (BMU)|8.21
20220502|G9460K128|VGIIWS|3706|VIRGIN GROUP ACQUISITION CORP |0.56
20220502|G9461B101|GOGN|6|GOGREEN INVTS CORP|10.02
20220502|G9461D115|WPCAWS|1|WARBURG PINCUS CAP CORP I-A|0.53
20220502|G9471C107|EVTL|24048|VERTICAL AEROSPACE LTD SHS|7.27
20220502|G9473A109|UTAA|3|UTA ACQUISITION CORP CL A ORD |10.06
20220502|G9491K105|GGR|13166|GOGORO INC.USD ORD SHS (CYM)|6.10
20220502|G9525W109|WEJO|1071|WEJO GROUP LTD COM (BMU)|2.85
20220502|G9604C107|WNW|1|MEIWU TECHNOLOGY CO LTD|0.72
20220502|G97822103|PRGO|1637|PERRIGO COMPANY PLC (IRL)|34.30
20220502|G98239109|XP|28046|XP INC CL A (CYM)|24.61
20220502|G9829R103|XTGRF|15525|XTRA-GOLD RESOURCES CORP COM S|0.71
20220502|G9831X106|XPAX|1575|XPAC ACQUISITION CORP ORD SHS |9.75
20220502|G9892K100|ZKIN|2|ZK INTL GROUP CO LTD SHS (VGB)|1.05
