SETTLEMENT DATE|CUSIP|SYMBOL|QUANTITY (FAILS)|DESCRIPTION|PRICE
20220701|G05157105|ACDI|334|ASCENDANT DIGITAL ACQUISTION C|10.01
20220701|G0535E106|APWC|8|ASIA PACIFIC WIRE & CABLE CORP|1.21
20220701|G0542N123|RAMMW|771|ARIES I ACQUISITION CORP WT EX|0.13
20220701|G0567U101|ARQQ|1043|ARQIT QUANTUM INC COM (CYM)|6.31
20220701|G0567U119|ARQQW|4|ARQIT QUANTUM INC WT EXP 11/02|0.84
20220701|G06242104|TEAM|13156|ATLASSIAN CORP PLC CLA (GBR)|187.40
20220701|G0633D109|AUS|2|AUSTERLITZ ACQUISITION CORP I |9.75
20220701|G0633U101|ASZ|7798|AUSTERLITZ ACQUISITION CORP II|9.75
20220701|G0633U127|ASZWS|1750|AUSTERLITZ ACQUISITION CORP II|0.12
20220701|G06607108|AEAC|1|AUTHENTIC EQUITY ACQUISITION C|9.85
20220701|G0684D305|ATHPRA|116|ATHENE HLDG LTD DEP SHS REPSTG|24.59
20220701|G06974102|AUIAF|5167|AURANIA RES LTD SHS (BERMUDA) |0.66
20220701|G06984119|ATAK|100|AURORA TECHNOLOGY ACQUISITION |9.91
20220701|G0703K108|AXAC|200|AXIOS SUSTAINABLE GROWTH ACQUI|9.98
20220701|G0703K116|AXACWS|6935|AXIOS SUSTAINABLE GROWTH ACQUI|0.08
20220701|G0703K124|AXACRT|805|AXIOS SUSTAINABLE GROWTH ACQUI|0.09
20220701|G07031100|BBLN|98|BABYLON HLDGS LTD CL A SHS (JE|0.98
20220701|G07247128|AHPAW|347|AVISTA PUB ACQUISITION CORP II|0.33
20220701|G0772R208|NTB|100|BANK OF NT BUTTERFIELD & SON|31.19
20220701|G0888J124|BFACWS|620|BATTERY FUTURE ACQUISITION COR|0.18
20220701|G10830100|BYSI|75243|BEYONDSPRING INC ORD SHS (CYM)|1.44
20220701|G1117K114|BIOX|15613|BIOCERES CROP SOLUTIONS CORP. |13.71
20220701|G11196105|BHVN|13|BIOHAVEN PHARMACEUTICAL HLDG C|145.71
20220701|G1125A108|BIOT|1|BIOTECH ACQUISITION CO USD CL |9.90
20220701|G1125A116|BIOTW|1136|BIOTECH ACQUISITION CO USD RED|0.04
20220701|G1144A105|BTBT|35205|BIT DIGITAL, INC. ORDINARY SHA|1.31
20220701|G11728105|BLEU|400|BLEUACACIA LTD CL A SHS (CYM) |9.76
20220701|G11728121|BLEUU|485|BLEUACACIA LTD UNIT 1 CL A SHS|9.95
20220701|G11728139|BLEUR|3541|BLEUACACIA LTD RT (CYM)|0.12
20220701|G1195N105|BOAC|1|BLUESCAPE OPPORTUNITIES ACQUIS|9.91
20220701|G1195R130|BSGAR|1987|BLUE SAFARI GROUP ACQUISITION |0.09
20220701|G1263E110|BWAQR|8987|BLUE WORLD ACQUISITION CORP US|0.13
20220701|G1263E136|BWAQW|2125|BLUE WORLD ACQUISITION CORP US|0.05
20220701|G1330M103|BWC|5000|BLUE WHALE ACQUISITION CORP I |9.67
20220701|G1466B202|BRQS|192056|BORQS TECHNOLOGIES INC SHS NEW|1.67
20220701|G1466R173|BORR|386759|BORR DRILLING LTD SHS NEW DEC |4.61
20220701|G16234109|BBU|37|BROOKFIELD BUSINESS PARTNERS L|21.19
20220701|G1624R107|BPYPM|205|BROOKFIELD PPTY PFD LP UNIT LT|19.85
20220701|G16252101|BIP|5633|BROOKFIELD INFRASTRUCTURE PART|38.22
20220701|G16252267|BIPPRA|260|BROOKFIELD INFRASTRUCTURE PART|18.70
20220701|G16258231|BEPPRA|404|BROOKFIELD RENEWABLE PARTNERS |20.81
20220701|G1757E113|CMCL|2036|CALEDONIA MNG CORP PLC SHS NEW|10.95
20220701|G17977110|BUR|25759|BURFORD CAPITAL LIMITED, ST PE|10.09
20220701|G1890L107|CPRI|64|CAPRI HLDGS LTD SHS (VGB)|41.01
20220701|G19550121|CPARW|7295|CATALYST PARTNERS ACQUISITION |0.21
20220701|G2007L105|CZOO|1262623|CAZOO GROUP LTD CL A (CYM)|0.72
20220701|G2007L113|CZOOWS|15|CAZOO GROUP LTD WT EXP 08/26/2|0.09
20220701|G2058L111|CLAYW|372|CHAVANT CAP ACQUISITION CORP R|0.08
20220701|G2086M123|CHEAW|575|CHENGHE ACQUISITION CO WT EXP(|0.10
20220701|G2124G112|CJJD|1|CHINA JOJO DRUGSTORES INC COM |2.20
20220701|G2143T103|CMPR|247|CIMPRESS PLC SHS EURO (IRL)|38.90
20220701|G2181K105|CNEY|1450|CN ENERGY GROUP. INC. USD ORD |2.24
20220701|G21810109|CLVT|7321|CLARIVATE PLC|13.86
20220701|G2254A125|CHWAW|1353|CHW ACQ CORP USD WTS TO PUR ON|0.18
20220701|G2284B101|CLAA|2579|COLONNADE ACQUISITION CORP II |9.79
20220701|G2311X100|CLRC|2703|CLIMATEROCK USD CL A ORD SHS (|9.89
20220701|G2311X134|CLRCR|42381|CLIMATEROCK USD RTS (CYM) 01/3|0.11
20220701|G23726113|CRHCWS|761|COHN ROBBINS HLDGS CORP WT EXP|0.43
20220701|G25457105|CRDO|25841|CREDO TECHNOLOGY GROUP HLDG LT|11.68
20220701|G26507114|CRECW|200|CRESCERA CAP ACQUISITION CORP |0.19
20220701|G26735129|WNNRWS|26|ANDRETTI ACQUISITION CORP WT E|0.19
20220701|G27358103|DESP|17718|DESPEGAR.COM CORP ORD SH (VGB)|8.10
20220701|G27907107|DOLE|22278|DOLE PLC SHS (IRL)|8.46
20220701|G28553116|DSACW|199|DUDDELL STR ACQUISITION CORP|0.71
20220701|G28923103|DSEY|2070|DIVERSEY HLDGS LTD ORD SHS (CY|6.60
20220701|G29018101|DLO|179|DLOCAL LTD COM CL A (CYM)|26.25
20220701|G2911D108|ESSC|850|EAST STONE ACQUISITION CORP US|10.27
20220701|G3R33A106|EBON|12197|EBANG INTL HLDGS INC|0.40
20220701|G3R95N111|ESACW|86|ESGEN ACQ.CORP RED WT EXP (CYM|0.18
20220701|G30401106|ENDP|244131|ENDO INTL PLC ORD SHS (IRL)|0.47
20220701|G30449105|ENCP|116395|ENERGEM CORP CL A ORD SHS (CYM|10.01
20220701|G30449121|ENCPW|152781|ENERGEM CORP WT EXP (CYM)|0.09
20220701|G3075P101|ESGR|1|ENSTAR GROUP LIMITED ORD SHS|213.98
20220701|G31067112|SCOAW|943|SCION TECH GROWTH I WT EXP 11/|0.14
20220701|G31070116|SCOBW|207|SCION TECH GROWTH II WT EXP 01|0.09
20220701|G31249108|ESTA|54|ESTABLISHMENT LABS HLDGS INC C|54.38
20220701|G3137C114|ENTFW|72|ENTERPRISE 4.0 TECHNOLOGY ACQ.|0.17
20220701|G3156P103|ASA|300|ASA GOLD AND PRECIOUS METALS L|14.67
20220701|G3166T103|PRPB|511132|CC NEUBERGER PRIN HLDGS II CL |9.99
20220701|G3195H112|ESMWS|300|ESM ACQUISITION CORP WT EXP|0.17
20220701|G32030127|CLWT|36|EURO TECH HOLDINGS CO LTD NEW |1.22
20220701|G33856108|GSM|20|FERROGLOBE PLC ORD SHS (GBR)|5.94
20220701|G35947202|FLNG|786|FLEX LNG LTD SHS NEW|27.39
20220701|G36427121|FCAXWS|2466|FORTRESS CAP ACQUISITION CORP |0.18
20220701|G3661E114|FOUNW|365|FOUNDER SPAC RED WT EXP (CYM)0|0.26
20220701|G3663X110|FACT|202|FREEDOM ACQUISITION I CORP CL |9.82
20220701|G36738105|FDP|1|FRESH DEL MONTE PRODUCE(ORD)|29.53
20220701|G3682E192|FRO|47|FRONTLINE LTD (BMU)|8.86
20220701|G36826108|FRON|16|FRONTIER ACQUISITION CORP CL A|9.80
20220701|G36826124|FRONW|463|FRONTIER ACQUISITION CORP WT E|0.23
20220701|G3728V109|GAN|1354|GAN LTD SHS|2.96
20220701|G3728Y103|HERA|123|FTAC HERA ACQUISITION CORP CL |9.80
20220701|G39108108|GTES|1395|GATES INDL CORP PLC SHS (GBR) |10.81
20220701|G3934J106|GSAQ|5615|GLOBAL SYNERGY ACQUISITION COR|9.96
20220701|G3934K103|GLSPT|1950|GLOBAL SPAC PARTNERS CO SUBUNI|10.21
20220701|G3934K111|GLSPW|600|GLOBAL SPAC PARTNERS CO USD RE|0.09
20220701|G3934V109|GENI|3548|GENIUS SPORTS LTD SHS (GGY)|2.25
20220701|G3934V117|GENIWS|1871|GENIUS SPORTS LTD WT EXP|0.44
20220701|G39387108|GFS|98870|GLOBALFOUNDRIES INC SHS (CYM) |40.34
20220701|G39462208|GMVD|27474|G MED INNOVATIONS HLDGS LTD SH|0.61
20220701|G39637205|GOGL|42776|GOLDEN OCEAN GROUP LTD SHS NEW|11.64
20220701|G39714129|HHLAWS|1600|HH&L ACQUISITION CO WT EXP (CY|0.17
20220701|G39973105|GSMG|30150|GLORY STAR NEW MEDIA GROUP LTD|0.87
20220701|G4R39N100|IQAIF|25200|IQ AI LTD SHS (JEY)|0.06
20220701|G4013A107|GSUN|2143|GOLDEN SUN ED GROUP LTD USD CL|16.58
20220701|G4022Y104|GOBI|244|GOBI ACQUISITION CORP CL A (CY|9.93
20220701|G4124C109|GRAB|553561|GRAB HLDGS LTD CL A ORD (CYM) |2.53
20220701|G4124C117|GRABW|934|GRAB HLDGS LTD WT EXP (CYM)|0.41
20220701|G41522130|GFGDR|199|GROWTH GOOD ACQUISITION CORP R|0.13
20220701|G4166K100|GVCI|12746|GREEN VISOR FINL TECHNOLOGY AC|10.01
20220701|G4166K126|GVCIW|10193|GREEN VISOR FINL TECHNOLOGY AC|0.14
20220701|G4204R117|GSQDWS|366|G SQUARED ASCEND I INC WT EXP |0.14
20220701|G4236L112|GFAI|387|GUARDFORCE AI CO. LTD SHS NEW |0.45
20220701|G4373K109|HAIA|106811|HEALTHCARE AI ACQUISITION CORP|9.92
20220701|G4373K117|HAIAW|300|HEALTHCARE AI ACQUISITION CORP|0.12
20220701|G4411D109|HSAQ|795|HEALTH SCIENCES ACQUISITIONS C|9.96
20220701|G4474Y214|JHG|355|HENDERSON GROUP PLC ORD SHS (J|23.51
20220701|G44898123|HIGAWS|188|H. I. G. ACQUISITION CORP WT E|0.10
20220701|G46044114|HZONWS|120|HORIZON ACQUISITION CORP II|0.16
20220701|G46482124|HTAQWS|311|HUNT COS ACQUISITION CORP I WT|0.15
20220701|G46843101|IBER|5305|IBERE PHARMACEUTICALS CL A SHS|9.81
20220701|G4701H109|IHS|1859|IHS HLDG LTD ORD SHS (CYM)|10.44
20220701|G4705A100|ICLR|109|ICON PLC ADR|216.70
20220701|G4760X102|INDO|48606|INDONESIA ENERGY CORP LTD USD |6.55
20220701|G47862126|IFINWS|900|INFINT ACQUISITION CORP WT EXP|0.06
20220701|G48028123|NFNTWS|50|INFINITE ACQUISITION CORP WT E|0.24
20220701|G491BT108|IVZ|100|INVESCO LTD (NEW)|16.13
20220701|G49773115|ITQRW|300|ITIQUIRA ACQUISITION CORP WT E|0.08
20220701|G49775102|ITHX|5660|ITHAX ACQUISITION CORP|9.96
20220701|G5005R107|JRVR|173|JAMES RIVER GROUP HOLDINGS LTD|24.78
20220701|G50871105|JAZZ|421|JAZZ PHARMACEUTICALS PLC COM S|156.01
20220701|G50875106|JCSE|6960|JE CLEANTECH HLDGS LTD ORD SHS|12.50
20220701|G51400102|JZXN|17312|JIUZI HOLDINGS INC ORD SHS (CY|0.88
20220701|G51502105|JCI|5297|JOHNSON CTLS INTL PLC SHS (IRL|47.88
20220701|G52131136|KACLR|23900|KAIROUS ACQUISITION CORP LTD R|0.12
20220701|G5223X100|KXIN|979|KAIXIN AUTO HLDGS SHS (CYM)|1.03
20220701|G52251108|KAL|5852|KALERA PUB LTD CO SHS (IRL)|5.90
20220701|G5251K129|KCGIWS|522|KENSINGTON CAP ACQUISITION COR|0.20
20220701|G52519116|KCACWS|188|KENSINGTON CAP ACQ CORP IV WT |0.29
20220701|G5269C101|KNSA|11|KINIKSA PHARMACEUTICALS LTD|9.69
20220701|G54050102|LAZ|7858|LAZARD LTD|32.41
20220701|G54157105|LCW|200|LEARN CW INVT CORP CL A ORD SH|9.94
20220701|G5462L122|LVRAW|300|LEVERE HLDGS CORP WT EXP (CYM)|0.09
20220701|G5463R128|LHCWS|200|LEO HLDGS CORP II|0.08
20220701|G5480U104|LBTYA|36445|LIBERTY GLOBAL PLC SHS CL A|21.05
20220701|G5480U120|LBTYK|1|LIBERTY GLOBAL PLC SHS CL C (U|22.09
20220701|G5596W127|WQGAWS|900|WORLD QUANTUM GROWTH ACQ.CORP |0.16
20220701|G56981106|LKCO|2400|LUOKUNG TECHNOLOGY CORP SHS|0.40
20220701|G5709C109|MSDA|64|MSD ACQUISITION CORP|9.80
20220701|G5753U112|MHLD|4825|MAIDEN HOLDINGS LTD COM STK (B|1.94
20220701|G5784H106|MANU|324|MANCHESTER UTD PLC NEW|11.12
20220701|G5851A109|LYT|1718|LYTUS TECHNOLOGIES HLDGS PTV L|4.16
20220701|G59290109|MDJH|7613|MDJM LTD SHS (CYM)|2.25
20220701|G5966G108|MHUA|799|MEIHUA INTL MED TECHNOLOGIES C|5.19
20220701|G6S34K105|MOXC|3375|MOXIAN (BVI) INC USD ORD SHS (|1.00
20220701|G6S41R101|RVLP|2714|RVL PHARMACEUTICALS PLC ORDINA|1.36
20220701|G6055H148|METX|11932|METEN HOLDING GROUP LTD SHS NE|1.40
20220701|G6095L117|APTVPRA|74|APTIV PLC MANDATORY PFD CONV S|105.39
20220701|G6180C105|YGMZ|101|MINGZHU LOGISTICS HLDGS LTD US|1.86
20220701|G6246M139|MPACW|354|MODEL PERFORMANCE ACQ|0.10
20220701|G6256B106|DECA|557|DENALI CAP ACQUISITION CORP CL|9.92
20220701|G6256B114|DECAW|600|DENALI CAP ACQUISITION CORP WT|0.10
20220701|G6333L101|ITRM|3466|ITERUM THERAPEUTICS LTD|0.20
20220701|G6359F137|NBR|71|NABORS INDS LTD (NEW) BERMUDA |133.90
20220701|G637AM102|MYOV|1|MYOVANT SCIENCES LTD COM (BMU)|12.43
20220701|G6375R115|NESRW|155|NATIONAL ENERGY SVCS REUNITED |0.20
20220701|G6448C103|NCAC|100|NEWCOURT ACQ.CORP CL A ORD SHS|10.05
20220701|G6483G100|NEGG|89181|NEWEGG COMM INC USD COM SHS (V|3.68
20220701|G65163100|JOBY|167979|JOBY AVIATION INC (CYM)|4.91
20220701|G65163118|JOBYWS|557|JOBY AVIATION INC WT EXP (CYM)|1.09
20220701|G6564A105|NOMD|32|NOMAD FOODS LTD ORDINARY SHARE|19.99
20220701|G65773106|NAT|134563|NORDIC AMERICAN TANKERS LTD SH|2.13
20220701|G6610J209|NE|39989|NOBLE CORP NEW COMMON SHS (CYM|25.35
20220701|G66721104|NCLH|4997|NORWEGIAN CRUISE LINE HLDGS LT|11.12
20220701|G6700G107|NVT|167|NVENT ELEC PLC SHS (IRL)|31.33
20220701|G6759A134|NOVVR|609|NOVA VISION ACQUISITION CORP. |0.09
20220701|G6769T115|ORXGF|285|ORCA ENERGY GROUP INC ORDINARY|3.97
20220701|G6855L117|OXACW|200|OXBRIDGE ACQUISITION CORP WT E|0.11
20220701|G6856M114|OXBRW|254|OXBRIDGE RE HLDGS LTD WTS EXP |0.30
20220701|G6859L121|OXUSW|6329|OXUS ACQUISITION CORP WT EXP (|0.10
20220701|G6964L107|PSFE|19653|PAYSAFE LTD SHS (BMU)|1.95
20220701|G69768110|PGSSWS|193|PEGASUS DIGITAL MOBILITY ACQUI|0.42
20220701|G7008B121|PDOTWS|351|PERIDOT ACQUISITION CORP. II U|0.18
20220701|G7185A128|PRTG|47|PORTAGE BIOTECH INC|6.98
20220701|G72007100|PBTS|300|POWERBRIDGE TECHNOLOGIES CO LT|0.65
20220701|G72245106|PRE|704|PRENETICS GLOBAL LTD CL A ORD |4.04
20220701|G7258M108|PGRU|2142|PROPERTYGURU GROUP LTD ORD SHS|4.50
20220701|G72800108|PRTA|2135|PROTHENA CORP PLC SHS (IRL)|27.15
20220701|G7282L126|PAQCW|1|PROVIDENT ACQUISITION CORP WT |0.17
20220701|G7307E107|QLI|54|QILIAN INTL HLDG GROUP LTD USD|1.98
20220701|G7308P127|PHYTWS|400|PYROPHYTE ACQUISITION CORP WT |0.30
20220701|G73268107|QTNT|5130|QUOTIENT LIMITED ORDINARY SHAR|0.24
20220701|G7417R113|RBACWS|38355|REDBALL ACQUISITION CORP WT EX|0.03
20220701|G7500M104|RNW|58231|RENEW ENERGY GLOBAL PLC SHS CL|6.47
20220701|G76088114|RMGCU|57|RMG ACQ CORP III UNIT 1 ORD SH|9.87
20220701|G7614L109|RKLY|17117|ROCKLEY PHOTONICS HLDGS LTD SH|2.18
20220701|G76279101|ROIV|325|ROIVANT SCIENCES LTD SHS (BMU)|4.07
20220701|G7641C114|ROSSWS|1208|ROSS ACQUISITION CORP II WT EX|0.16
20220701|G7709Q104|RPRX|138|ROYALTY PHARMA PLC SHS CL A (G|42.04
20220701|G7823S101|SATL|7544|SATELLOGIC INC. USD CL A ORD S|4.09
20220701|G7823W128|SRSAU|400|SARISSA CAP ACQUISITION CORPUN|9.92
20220701|G7852T111|SAITW|5|SAI TECH GLOBAL CORP RED WT EX|0.13
20220701|G7864D112|SJ|11105|SCIENJOY HOLDING CORPORATION C|3.27
20220701|G7997R103|STX|40520|SEAGATE TECH HLDS PLC ORDINARY|71.44
20220701|G8028L123|LGSTU|9938|SEMPER PARATUS ACQ CORP UNIT 1|10.04
20220701|G8028L131|LGSTW|256|SEMPER PARATUS ACQUISITION COR|0.16
20220701|G80475109|SQZZF|1049|SERICA ENERGY PLC (UK)|3.53
20220701|G8060N102|ST|3339|SENSATA TECHNOLOGIES HLDG PLC |41.31
20220701|G80694105|SVNA|70|7 ACQUISITION CORP CL A (CYM) |9.95
20220701|G81276100|SIG|63|SIGNET JEWELERS LTD COM SHS|53.46
20220701|G8192H155|SPNTPRB|170|SIRIUSPOINT LTD RESETTABLE FIX|23.30
20220701|G8192N129|SKGRU|61510|SK GROWTH OPP CORP UNIT 1 CL A|9.98
20220701|G8201H113|SPKBW|2|SILVER SPIKE ACQ CORP II CORP |0.06
20220701|G8210L121|SLAMW|7975|SLAM CORP WT EXP (CYM)|0.25
20220701|G82220123|SKYA|328|SKYDECK ACQUISITION CORP CL A |9.74
20220701|G8232Y101|SGH|274|SMART GLOBAL HLDGS INC SHS|16.37
20220701|G8251L105|IPOF|23391|SOCIAL CAP HEDOSOPHIA HLDGS CO|9.93
20220701|G8253T106|DNAA|1|SOCIAL CAP SUVRETTA HLDGS CORP|9.89
20220701|G83745102|SHAP|9|SPREE ACQUISITION CORP 1 LTD O|9.98
20220701|G8465L107|STET|102743|ST ENERGY TRANSITION I LTD CL |9.87
20220701|G8465L115|STETWS|53482|ST ENERGY TRANSITION I LTD WT |0.25
20220701|G8473T100|STE|48|STERIS PLC ORD SHS(IRL)|206.15
20220701|G85094129|APACW|510|STONEBRIDGE ACQUISITION CORP W|0.07
20220701|G8566R110|SMIHW|1056|SUMMIT HEALTHCARE ACQUISITION |0.08
20220701|G8588X103|SGHC|35384|SUPER GROUP SGHC LTD COM|4.10
20220701|G8601L128|SVFAW|30|SVF INVT CORP WT EXP|0.24
20220701|G86302109|SWVL|39918|SWVL HLDGS CORP COM CL A (VGB)|6.46
20220701|G86659102|TLOFF|676|TALON METALS CORP (VIRGIN ISLA|0.39
20220701|G87076116|VCXAW|840|10X CAP VENTURE ACQ CORP II WT|0.14
20220701|G87084110|PETZ|4770|TDH HLDGS INC|1.90
20220701|G87110105|FTI|327|TECHNIPFMC PLC COM (GBR)|6.73
20220701|G87119106|TETE|27125|TECHNOLOGY & TELECOMMUNICATION|9.99
20220701|G87264100|TGLS|9280|TECNOGLASS INC COM|17.55
20220701|G8766E109|TGH|559|TEXTAINER GROUP HOLDINGS LTD (|27.41
20220701|G88672111|TINVWS|1200|TIGA ACQUISITION CORP WT EXP 1|0.48
20220701|G89479102|TRMD|237|TORM PLC SHS CL A|13.55
20220701|G8994E103|TT|826|TRANE TECHNOLOGIES PLC SHS (IR|129.87
20220701|G9R16L100|VMCA|168|VALUENCE MERGER CORP I CL A (C|10.01
20220701|G9001E128|LILAK|186|LIBERTY LATIN AMER LTD CL C (B|7.79
20220701|G9074V114|TRISWS|729|TRISTAR ACQUISITION I CORP RED|0.12
20220701|G9094C104|TROO|1|TROOPS, INC. ORDINARY SHARES|2.12
20220701|G91595119|TZPSW|500|TZP STRATEGIES ACQUISITION COR|0.08
20220701|G9310A122|UTSI|99|UTSTARCOM HOLDINGS CORP COM PA|3.18
20220701|G9420F110|VENAW|214|VENUS ACQ CORP USD RED WTS TO |0.05
20220701|G9440B107|VCKA|503|VICKERS VANTAGE CORP I SHS (CY|10.22
20220701|G9440D103|VTRU|198|VITRU LTD COM (CYM)|17.48
20220701|G9444H100|VYGG|1|VY GLOBAL GROWTH CL A SHS|9.89
20220701|G9451V109|VINP|56|VINCI PARTNERS INVTS LTD COM C|10.70
20220701|G9460C100|WALD|1|WALDENCAST ACQUISITION CORP CL|9.85
20220701|G9460C118|WALDW|5783|WALDENCAST ACQUISITION CORP RE|0.76
20220701|G9460G119|VALWS|5071|VALARIS LTD WT EXP (BMU)|5.10
20220701|G9471C115|EVTLWS|29|VERTICAL AEROSPACE LTD WT PUR |0.39
20220701|G9473A117|UTAAW|9574|UTA ACQUISITION CORP WT EXP 10|0.38
20220701|G9491K105|GGR|666025|GOGORO INC.USD ORD SHS (CYM)|7.65
20220701|G9491K113|GGROW|155|GOGORO INC.USD WTS (CYM)|1.33
20220701|G9525W109|WEJO|57628|WEJO GROUP LTD COM (BMU)|1.19
20220701|G9525W117|WEJOW|4232|WEJO GROUP LTD WT EXP (BMU)|0.16
20220701|G98239109|XP|348763|XP INC CL A (CYM)|17.96
20220701|G9829R103|XTGRF|6200|XTRA-GOLD RESOURCES CORP COM S|0.77
20220701|G9831X122|XPAXW|1|XPAC ACQUISITION CORP WT EXP (|0.16
20220701|G98338109|YTRA|181|YATRA ONLINE INC ORD SHS (CYM)|2.25
20220701|G989A6102|TOP|20821|ZHONG YANG FINL GROUP LTD USD |24.69
20220701|H00263105|ACIU|5215|AC IMMUNE SA SHS (CHE)|3.61
20220701|H01301128|ALC|27|ALCON INC. ORDINARY SHARES (CH|69.89
20220701|H17182108|CRSP|379|CRISPR THERAPEUTICS AG NAMEN A|60.77
20220701|H33700107|GB|216|GLOBAL BLUE GROUP HOLDING AG S|4.92
20220701|H5861P103|OBSV|1941|OBSEVA SA COM SHS (CHE)|1.61
20220701|H84989104|TEL|467|TE CONNECTIVITY LTD|113.15
20220701|H8817H100|RIG|85|TRANSOCEAN LTD (SWITZERLAND)|3.33
20220701|L0175J104|ASPS|106|ALTISOURCE PORTFOLIO SOLUTIONS|10.74
20220701|L01800108|ALVO|2030|ALVOTECH S A ORD SHS (LUX)|8.21
20220701|L0423Q108|ARVL|16573|ARRIVAL GROUP COM (LUX)|1.58
20220701|L18268117|CDROW|200|CODERE ONLINE LUXEMBOURG SA WT|0.31
20220701|L4135L100|FREY|81694|FREYR BATTERY SHS (LUX)|6.84
20220701|L6388F110|TIGO|36884|MILLICOM INTL CELLULAR SA REG |14.37
20220701|L67359106|NEXA|1|NEXA RES S A COM (LUX)|6.01
20220701|L7579L114|PRMFF|2364|PERIMETER SOLUTIONS SA WT EXP |0.20
20220701|M0740A108|DRTS|2790|ALPHA TAU MED LTD ORD SHS (ISR|9.01
20220701|M1R95N100|ARBE|3045|ARBE ROBOTICS LTD ORD SHS (ISR|5.50
20220701|M1R95N118|ARBEW|581|ARBE ROBOTICS LTD WT EXP (ISR)|0.73
20220701|M2R43K115|BNRG|7391|BRENMILLER ENERGY LTD SHARE (I|3.43
20220701|M2197Q107|CLBT|1|CELLEBRITE DI LTD CL A ORD SHS|5.10
20220701|M25133105|CGNT|3822|COGNYTE SOFTWARE LTD ORD SHS|4.25
20220701|M2682V108|CYBR|1|CYBERARK SOFTWARE LTD. ORDINAR|127.96
20220701|M26895132|CYRN|48278|CYREN LTD SHS NEW (ISR)|2.02
20220701|M39927120|ELLO|1|ELLOMAY CAPITAL LTD ORDINARY S|22.39
20220701|M4R82T106|FVRR|3591|FIVERR INTL LTD ORD SHS (ISR) |34.39
20220701|M40527117|ENTXW|89|EVERQUOTE, INC. WARRANT (ISR) |0.07
20220701|M47238106|GLMD|9501|GALMED PHARMACEUTICALS LTD. SH|0.68
20220701|M5R635108|INVZ|1544|INNOVIZ TECHNOLOGIES LTD SHS (|3.92
20220701|M5R635116|INVZW|2976|INNOVIZ TECHNOLOGIES LTD WT EX|1.76
20220701|M5R75Y101|IS|1341239|IRONSOURCE LTD CL A ORD SHS (I|2.38
20220701|M53213100|ICL|2177|ICL GROUP LTD|9.08
20220701|M549GJ111|INCR|5767|INTERCURE LTD COM NEW (ISRAEL)|5.79
20220701|M56595206|IGLDF|4744|INTERNET GOLD-GOLDEN LINES LTD|4.00
20220701|M6191J100|FROG|650|JFROG LTD ORD SHS|21.07
20220701|M7S64H106|MNDY|14|MONDAY COM LTD SHS IRS|103.16
20220701|M7S64L115|PGY|43182|PAGAYA TECHNOLOGIES LTD CL A(I|4.18
20220701|M70700105|NNOX|47034|NANO-X IMAGING LTD ORD SHS (IS|11.30
20220701|M74240108|NRSN|281624|NEUROSENSE THERAPEUTICS LTD OR|3.38
20220701|M74240116|NRSNW|9018|NEUROSENSE THERAPEUTICS LTD WT|0.54
20220701|M8186D106|RVSN|290|RAIL VISION LTD SHARE(ISR)|0.89
20220701|M81873107|RDWR|1|RADWARE LTD|21.67
20220701|M8216Q200|RWLK|21796|REWALK ROBOTICS LTD SHS NEW (I|0.94
