SETTLEMENT DATE|CUSIP|SYMBOL|QUANTITY (FAILS)|DESCRIPTION|PRICE
20220201|G0440J109|APXI|20|APX ACQUISITION CORP I CL A (C|9.95
20220201|G0509L128|ARTAW|1166|ARTISAN ACQUISITION CORP WT EX|0.49
20220201|G05157105|ACDI|1200|ASCENDANT DIGITAL ACQUISTION C|9.90
20220201|G0542N123|RAMMW|1982|ARIES I ACQUISITION CORP WT EX|0.54
20220201|G0567U101|ARQQ|176731|ARQIT QUANTUM INC COM (CYM)|15.48
20220201|G0567U119|ARQQW|3581|ARQIT QUANTUM INC WT EXP 11/02|3.43
20220201|G06242104|TEAM|67641|ATLASSIAN CORP PLC CLA (GBR)|324.34
20220201|G0633U101|ASZ|4665|AUSTERLITZ ACQUISITION CORP II|9.69
20220201|G0633U127|ASZWS|2079|AUSTERLITZ ACQUISITION CORP II|0.60
20220201|G06536109|WAVC|137|WAVERLEY CAP ACQUISITION CORP |9.64
20220201|G06607108|AEAC|141|AUTHENTIC EQUITY ACQUISITION C|9.71
20220201|G0698L103|AURC|1843|AURORA ACQUISITION CORP CL A (|9.90
20220201|G0698L111|AURCU|20|AURORA ACQUISITION CORP UNIT 1|10.00
20220201|G07031100|BBLN|5774|BABYLON HLDGS LTD CL A SHS (JE|5.78
20220201|G0751N103|AY|362|ATLANTICA SUSTAINABLE INFRASTR|32.63
20220201|G10830100|BYSI|12574|BEYONDSPRING INC ORD SHS (CYM)|3.23
20220201|G11196105|BHVN|20130|BIOHAVEN PHARMACEUTICAL HLDG C|132.87
20220201|G11217125|BIOSW|7934|BIOPLUS ACQUISITION CORP WT EX|0.31
20220201|G1125A108|BIOT|915|BIOTECH ACQUISITION CO USD CL |9.83
20220201|G1144A105|BTBT|205848|BIT DIGITAL, INC. ORDINARY SHA|3.78
20220201|G1151C101|ACN|5|ACCENTURE PLC CL-A ORDINARY SH|353.58
20220201|G1195R106|BSGA|448|BLUE SAFARI GROUP ACQUISITION |9.98
20220201|G1261Q115|BLUAWS|192|BLUERIVER ACQUISITION CORP RED|0.55
20220201|G1329V106|BHAT|7979|BLUE HAT INTERACTIVE ENTMT TEC|0.37
20220201|G1330M103|BWC|100|BLUE WHALE ACQUISITION CORP I |9.67
20220201|G1355V103|BTNB|128|BRIDGETOWN 2 HLDGS LTD USD CL |9.88
20220201|G14492105|BON|3716|BON NAT LIFE LTD USD ORD SHS (|3.32
20220201|G1466B103|BRQS|20371|BORQS TECHNOLOGIES INC SHS (VG|0.34
20220201|G1466R173|BORR|18892|BORR DRILLING LTD SHS NEW DEC |2.06
20220201|G14838109|MIME|200|MIMECAST LTD ORD SHS (GBR)|79.71
20220201|G16169107|BAMR|2559|BROOKFIELD ASSET MGMT REINS PR|56.24
20220201|G1624R107|BPYPM|1614|BROOKFIELD PPTY PFD LP UNIT LT|24.97
20220201|G16249149|BPYPP|59|BROOKFIELD PPTY PARTNERS LP PF|24.50
20220201|G16249156|BPYPO|1127|BROOKFIELD PPTY PART P|24.13
20220201|G16249164|BPYPN|1734|BROOKFIELD PPTY PARTNERS L P C|22.75
20220201|G16258108|BEP|2826|BROOKFIELD RENEWABLE PARTNERS |33.55
20220201|G1757E113|CMCL|5|CALEDONIA MNG CORP PLC SHS NEW|11.36
20220201|G1889L100|CMCA|31|CAPITALWORKS EMERGING MKTS ACQ|9.87
20220201|G1890L107|CPRI|43|CAPRI HLDGS LTD SHS (VGB)|60.07
20220201|G19276115|GLBLW|2897|CARTESIAN GROWTH CORP WT EXP (|0.68
20220201|G1992N126|PRPCWS|776|CC NEUBERGER PRIN HLDGS III WT|0.75
20220201|G2007L105|CZOO|7586|CAZOO GROUP LTD CL A (CYM)|4.74
20220201|G2061X102|CBRG|17460|CHAIN BRDG I CL A ORD SHS (CYM|9.83
20220201|G21082105|CYD|883|CHINA YUCHAI INTL LTD|13.77
20220201|G21513109|CCAC|185700|CITIC CAP ACQUISITION CORP CL |7.56
20220201|G21513117|CCACWS|395|CITIC CAP ACQUISITION CORP|0.40
20220201|G21621100|PLIN|15|CHINA XIANGTAI FOOD CO LTD|1.18
20220201|G2181K105|CNEY|9903|CN ENERGY GROUP. INC. USD ORD |1.92
20220201|G2254A125|CHWAW|2167|CHW ACQ CORP USD WTS TO PUR ON|0.39
20220201|G2365L135|CSLMU|19364|CONSILIUM ACQ CORP UNIT 1 CL A|9.98
20220201|G23726105|CRHC|12955|COHN ROBBINS HLDGS CORP CL A (|9.87
20220201|G23726113|CRHCWS|5213|COHN ROBBINS HLDGS CORP WT EXP|0.69
20220201|G23773107|CWCO|415|CONSOLIDATED WATER CO., INC.|10.16
20220201|G2540H116|CORSWS|1100|CORSAIR PARTNERING CORP WT EXP|0.51
20220201|G25457105|CRDO|29375|CREDO TECHNOLOGY GROUP HLDG LT|12.12
20220201|G2554Y120|COVAW|10198|COVA ACQUISITION CORP WT EXP(C|0.34
20220201|G25741110|CPTKWS|755|CROWN PROPTECH ACQUISITIONS WT|0.48
20220201|G26507106|CREC|5000|CRESCERA CAP ACQUISITION CORP |9.79
20220201|G2770Y128|DISAW|3425|DISRUPTIVE ACQUISITION CORP I |0.48
20220201|G2773W111|DCRDW|99|DECARBONIZATION PLUS ACQ CORP |0.70
20220201|G2788T103|DOGZ|2276|DOGNESS INTL CORP CL A COM (VG|3.54
20220201|G27907107|DOLE|519|DOLE PLC SHS (IRL)|13.53
20220201|G28553108|DSAC|3327|DUDDELL STR ACQUISITION CORP|9.90
20220201|G29018101|DLO|647|DLOCAL LTD COM CL A (CYM)|29.92
20220201|G2911D108|ESSC|84578|EAST STONE ACQUISITION CORP US|10.37
20220201|G29183103|ETN|988|EATON CORP PLC (IRL)|158.43
20220201|G2952X104|EJH|10582|E-HOME HOUSEHOLD SVC HLDGS LTD|0.80
20220201|G2955B109|EJFA|9903|EJF ACQUISITION CORP CL A COM |9.90
20220201|G2956R103|LAX|48|8I ACQUISITION 2 CORP.USD ORD |9.75
20220201|G3R25D100|HTOOW|4811|FUSION FUEL GREEN LTD WT EXP|0.94
20220201|G3R95N111|ESACW|1770|ESGEN ACQ.CORP RED WT EXP (CYM|0.35
20220201|G3104J100|EEIQ|1127|ELITE ED GROUP INTL LTD USD CO|2.65
20220201|G31067104|SCOA|4216|SCION TECH GROWTH I CL A SHS|9.75
20220201|G31067112|SCOAW|5790|SCION TECH GROWTH I WT EXP 11/|0.45
20220201|G31070116|SCOBW|10|SCION TECH GROWTH II WT EXP 01|0.50
20220201|G3137C106|ENTF|40|ENTERPRISE 4.0 TECHNOLOGY ACQ.|9.88
20220201|G31642104|CLPS|303|CLPS INCORPORATION|1.92
20220201|G3167F110|EBACU|600|EUROPEAN BIOTECH ACQ CORP UNIT|9.90
20220201|G3167F128|EBACW|1170|EUROPEAN BIOTECH ACQUISITION C|0.48
20220201|G3168A102|DAOO|271|CRYPTO 1 ACQUISITION CORP CL A|9.80
20220201|G3198U102|ESNT|51|ESSENT GROUP LTD COM SHS (BMU)|45.64
20220201|G3302D103|FGI|658|FGI INDS LTD SHS (CYM)|4.86
20220201|G33032106|AAC|80|ARES ACQUISITION CORP CL A ORD|9.72
20220201|G33032122|AACWS|4093|ARES ACQUISITION CORP WT EXP|0.50
20220201|G3312L103|FPAC|10391|FAR PEAK ACQUISITION CORP CL A|9.90
20220201|G3312L111|FPACWS|6908|FAR PEAK ACQUISITION CORP WT E|0.83
20220201|G3323L100|FN|93|FABRINET ORD SHS (CYM)|113.16
20220201|G33277107|FAMI|33559|FARMMI INC ORDINARY SHARES (CY|0.21
20220201|G33856108|GSM|2492|FERROGLOBE PLC ORD SHS (GBR)|5.08
20220201|G3400W110|FATPW|1300|FAT PROJS ACQ.CORP WT EXP (CYM|0.27
20220201|G34142102|FWAC|81660|FIFTH WALL ACQUISITION CORP II|9.75
20220201|G35947202|FLNG|31446|FLEX LNG LTD SHS NEW|19.65
20220201|G3619H128|FRBNU|900|FORBION EUROPEAN ACQ.CORP UNIT|9.98
20220201|G3661E114|FOUNW|2832|FOUNDER SPAC RED WT EXP (CYM)0|0.64
20220201|G3663X128|FACTWS|3540|FREEDOM ACQUISITION I CORP|0.58
20220201|G3682E192|FRO|8521|FRONTLINE LTD (BMU)|6.57
20220201|G3704F110|FFHL|1200|FUWEI FILMS HOLDINGS CO LTD SH|7.06
20220201|G3728Y111|HERAW|2351|FTAC HERA ACQUISITION CORP WT |0.55
20220201|G37283101|FTAA|1000|FTAC ATHENA ACQUISITION CORP C|9.90
20220201|G3731J119|GEEX|2000|GAMES & ESPORTS EXPERIENCE ACQ|9.93
20220201|G38537117|GIACU|429|GESHER I ACQ CORP UNIT 1 SH & |10.03
20220201|G3922B107|G|253|GENPACT LIMITED|49.75
20220201|G3932F106|SDH|8838|GLOBAL INTERNET OF PEOPLE INC |1.42
20220201|G3934J106|GSAQ|100|GLOBAL SYNERGY ACQUISITION COR|9.87
20220201|G3934N115|GTACW|598|GLOBAL TECHNOLOGY ACQUISITION |0.49
20220201|G3934P128|GPACW|575|GLOBAL PARTNER ACQUISITION COR|0.55
20220201|G3934V109|GENI|3910|GENIUS SPORTS LTD SHS (GGY)|6.48
20220201|G3934V117|GENIWS|3006|GENIUS SPORTS LTD WT EXP|1.76
20220201|G39462117|GMVDW|434|G MED INNOVATIONS HLDGS LTD WT|0.96
20220201|G39462208|GMVD|35619|G MED INNOVATIONS HLDGS LTD SH|4.94
20220201|G39637205|GOGL|23299|GOLDEN OCEAN GROUP LTD SHS NEW|9.05
20220201|G3970D138|GBRGR|498|GOLDENBRIDGE ACQUISITION LTD U|0.19
20220201|G39714103|HHLA|2586|HH&L ACQUISITION CO CL A (CYM)|9.67
20220201|G39714129|HHLAWS|35|HH&L ACQUISITION CO WT EXP (CY|0.39
20220201|G4R87P106|IVANWS|7094|IVANHOE CAP ACQUISITION CORP|1.00
20220201|G4028H105|GPCO|867|GOLDEN PATH ACQUISITION CORP U|10.01
20220201|G4095T107|GTEC|4839|GREENLAND TECHNOLOGIES HLDG CO|5.13
20220201|G4124C109|GRAB|59908|GRAB HLDGS LTD CL A ORD (CYM) |5.66
20220201|G4124C117|GRABW|70282|GRAB HLDGS LTD WT EXP (CYM)|1.38
20220201|G4236L112|GFAI|48701|GUARDFORCE AI CO. LTD SHS NEW |0.73
20220201|G4444C102|HLXA|72408|HELIX ACQUISITION CORP CL A SH|9.88
20220201|G44690124|HTPAWS|92615|HIGHLAND TRANSCEND PARTNERS I |1.08
20220201|G4474Y214|JHG|1145|HENDERSON GROUP PLC ORD SHS (J|36.90
20220201|G44898123|HIGAWS|179|H. I. G. ACQUISITION CORP WT E|0.44
20220201|G45667105|HOLI|908|HOLLYSYS AUTOMATION TECHNOLOGI|13.21
20220201|G46044106|HZON|199852|HORIZON ACQUISITION CORP II|9.79
20220201|G46044114|HZONWS|1366|HORIZON ACQUISITION CORP II|0.64
20220201|G46188101|HZNP|1122|HORIZON THERAPEUTICS PUB LTD C|93.33
20220201|G4645C208|HUSN|113|HUDSON CAP INC SHS NEW (VGB)|1.92
20220201|G4645E105|HUDI|16064|HUADI INTL GROUP CO LTD USD OR|20.70
20220201|G46482108|HTAQ|300|HUNT COS ACQUISITION CORP I OR|9.93
20220201|G4690M101|IBEX|105|IBEX LTD SHS|14.52
20220201|G4712C107|ICNC|2500|ICONIC SPORTS ACQUISITION CORP|9.90
20220201|G4712C115|ICNCWS|3501|ICONIC SPORTS ACQUISITION CORP|0.44
20220201|G4740B105|ICHR|1426|ICHOR HLDGS LTD SHS (CYM)|42.42
20220201|G4760X102|INDO|28245|INDONESIA ENERGY CORP LTD USD |4.75
20220201|G47724102|IFBD|6743|INFOBIRD CO LTD USD ORD SHS (C|0.87
20220201|G47874105|IPAXU|437|INFLECTION PT ACQ CORP UNIT 1 |9.88
20220201|G48028123|NFNTWS|5026|INFINITE ACQUISITION CORP WT E|0.50
20220201|G4828B100|WEL|2306|INTEGRATED WELLNESS ACQ.CORP U|9.86
20220201|G4828B118|WELWS|16310|INTEGRATED WELLNESS ACQ.CORP U|0.40
20220201|G4863A108|IGT|3460|INTERNATIONAL GAME TECHNOLOGY |26.77
20220201|G48833118|WFRD|300|WEATHERFORD INTL PLC ORD SHS N|30.00
20220201|G5S70A120|OPAU|3194|MAGNUM OPUS ACQ LTD UNIT 1 CL |10.49
20220201|G5S74L106|MEKA|1007|MELI KASZEK PIONEER CORP CL A |10.25
20220201|G50735110|JUGGW|1476|JAWS JUGGERNAUT ACQUISITION CO|0.63
20220201|G50737108|JWSM|1695|JAWS MUSTANG ACQUISITION CORP |9.72
20220201|G50752123|JATTWS|117|JATT ACQUISITION CORP WT EXP (|0.37
20220201|G51400102|JZXN|22004|JIUZI HOLDINGS INC ORD SHS (CY|1.57
20220201|G5194C101|JWEL|13811|JOWELL GLOBAL LTD USD ORD SHS |3.28
20220201|G52131110|KACL|2897|KAIROUS ACQUISITION CORP LTD S|9.84
20220201|G52131136|KACLR|296|KAIROUS ACQUISITION CORP LTD R|0.20
20220201|G5223X100|KXIN|116391|KAIXIN AUTO HLDGS SHS (CYM)|1.08
20220201|G5259L129|KRNLW|9410|KERNEL GROUP HLDGS INC WT EXP |0.40
20220201|G5260A138|KYCHU|35751|KEYARCH ACQUISITION CORPORATIO|9.96
20220201|G5269C101|KNSA|181|KINIKSA PHARMACEUTICALS LTD|11.23
20220201|G5279F102|EZGO|7117|EZGO TECHNOLOGIES LTD USD ORD |1.13
20220201|G5338L108|LGVC|100|LAMF GLOBAL VENTURES CORP I CL|9.82
20220201|G53702117|LNFAWS|3990|L&F ACQUISITION CORP WT EXP 05|0.43
20220201|G53702125|LNFAU|93|L&F ACQUISITION CORP UNIT 1 CL|10.30
20220201|G5380L113|LATGU|10688|LATAMGROWTH SPAC UNIT 1 CL A &|10.01
20220201|G54157105|LCW|2155|LEARN CW INVT CORP CL A ORD SH|9.75
20220201|G5463R102|LHC|37|LEO HLDGS CORP II|9.72
20220201|G5463R128|LHCWS|77863|LEO HLDGS CORP II|0.48
20220201|G56981106|LKCO|753|LUOKUNG TECHNOLOGY CORP SHS|0.47
20220201|G5709L109|LMDX|31233|LUMIRADX LTD SHS LTD (CYM)|9.00
20220201|G5753U146|MHPRD|361|MAIDEN HOLDINGS LTD. PREFERRED|10.45
20220201|G5785G107|MNKKQ|96|MALLINCKRODT PUB LTD CO SHS (I|0.15
20220201|G58411110|FINMW|3155|MARLIN TECHNOLOGY CORP WT EXP |0.50
20220201|G5853A115|DRAYW|8051|MACONDRAY CAP ACQ CORP. I USD |0.41
20220201|G5859B109|MLACW|4427|MALACCA STRAITS ACQUISITION CO|0.33
20220201|G59290109|MDJH|895|MDJM LTD SHS (CYM)|1.53
20220201|G6055H114|METX|11905|METEN HOLDING GROUP LTD USD OR|0.18
20220201|G6096M106|APM|111890|APTORUM GROUP LTD USD CL A ORD|1.76
20220201|G6180C105|YGMZ|564|MINGZHU LOGISTICS HLDGS LTD US|1.41
20220201|G6246M139|MPACW|20|MODEL PERFORMANCE ACQ|0.25
20220201|G6293R106|MTVC|4056|MOTIVE CAP CORP II CL A SHS (C|9.80
20220201|G6293R114|MTVCWS|2825|MOTIVE CAP CORP II RED WT EXP |0.58
20220201|G6293R122|MTVCU|3314|MOTIVE CAP CORP II UNITS 1 CL |10.00
20220201|G6301J104|MCAA|154|MOUNTAIN & CO I ACQUISITION CO|10.00
20220201|G63290103|APTMW|210|ALPHA PARTNERS TECHNOLOGY MERG|0.50
20220201|G6331P104|AOSL|26|ALPHA & OMEGA SEMICONDUCTOR LT|45.03
20220201|G6333L101|ITRM|332|ITERUM THERAPEUTICS LTD|0.34
20220201|G6359F145|NBRWF|671|NABORS INDUSTRIES LTD WT EXP 0|8.77
20220201|G637AM102|MYOV|116|MYOVANT SCIENCES LTD COM (BMU)|13.06
20220201|G6375R115|NESRW|37|NATIONAL ENERGY SVCS REUNITED |1.69
20220201|G63907102|NTP|700|NAM TAI PPTY INC COM SHS (VGB)|8.99
20220201|G6483G100|NEGG|3045|NEWEGG COMM INC USD COM SHS (V|6.76
20220201|G65163100|JOBY|351797|JOBY AVIATION INC (CYM)|4.15
20220201|G6529J100|GDEV|18804|NEXTERS INC ORD SHS (VGB)|7.97
20220201|G6529L121|NVSAW|1320|NEW VISTA ACQUISITION CORP WT |0.45
20220201|G65773106|NAT|6188|NORDIC AMERICAN TANKERS LTD SH|1.55
20220201|G6593L106|NISN|15959|NISUN INTL ENTERPRISE DEV GROU|1.62
20220201|G6610J209|NE|29878|NOBLE CORP NEW COMMON SHS (CYM|24.69
20220201|G66721104|NCLH|92948|NORWEGIAN CRUISE LINE HLDGS LT|20.83
20220201|G6683N103|NU|17663|NU HLDGS LTD|7.42
20220201|G6755Q117|ONYXW|1008|ONYX ACQ.CO. I USD RED WTS (CY|0.28
20220201|G67828205|SEED|655|ORIGIN AGRITECH LIMITED|4.62
20220201|G6856M106|OXBR|464|OXBRIDGE RE HOLDINGS LTD ORD S|5.29
20220201|G69451105|PAX|688|PATRIA INVTS LTD CL A COM (CYM|17.00
20220201|G6964L107|PSFE|80|PAYSAFE LTD SHS (BMU)|3.63
20220201|G7T16G103|SPNS|687|SAPIENS INTL CORP NV NEW (CYM)|31.84
20220201|G7007D110|PCCTW|853|PERCEPTION CAP CORP II RED WT |0.36
20220201|G7008B121|PDOTWS|739|PERIDOT ACQUISITION CORP. II U|0.49
20220201|G7114V102|PME|509|PINGTAN MARINE ENTERPRISE LTD |0.68
20220201|G7154B115|PPGHW|4417|POEMA GLOBAL HLDGS CORP WT EXP|1.09
20220201|G7158C101|THAC|9700|THRIVE ACQ.CORP USD CL A ORD S|9.92
20220201|G7158C119|THACW|2093|THRIVE ACQ.CORP USD RED WTS (C|0.34
20220201|G7185A128|PRTG|3170|PORTAGE BIOTECH INC|8.68
20220201|G7255E109|PV|200|PRIMAVERA CAP ACQUISITION CORP|9.71
20220201|G7282L118|PAQCU|9|PROVIDENT ACQ CORP UNIT 1 COM |9.90
20220201|G7282L126|PAQCW|3179|PROVIDENT ACQUISITION CORP WT |0.38
20220201|G7308P101|PHYT|93|PYROPHYTE ACQUISITION CORP ORD|9.86
20220201|G7315C101|GMBT|2573|QUEENS GAMBIT GROWTH CAP|9.85
20220201|G73268107|QTNT|3114|QUOTIENT LIMITED ORDINARY SHAR|1.62
20220201|G7330C110|RCFAWS|1|RCF ACQUISITION CORP RED WT EX|0.52
20220201|G7415M124|RCON|12437|RECON TECHNOLOGY, LTD. CLASS A|1.08
20220201|G7417R105|RBAC|236|REDBALL ACQUISITION CORP CL A |9.91
20220201|G7487R100|RGC|2738|REGENCELL BIOSCIENCE HLDGS LTD|35.00
20220201|G7496G103|RNR|62|RENAISSANCERE HOLDINGS LTD|157.17
20220201|G7500M120|RNWWW|16792|RENEW ENERGY GLOBAL PLC WT EXP|1.32
20220201|G75529100|RONI|3756|RICE ACQUISITION CORP II ORD S|9.80
20220201|G7573M106|RRAC|2229|RIGEL RESOURCE ACQ CORP CL A O|9.84
20220201|G7613T129|RKTAWS|499|ROCKET INTERNET GROWTH OPPORTU|0.50
20220201|G7614L109|RKLY|1509|ROCKLEY PHOTONICS HLDGS LTD SH|3.27
20220201|G7614L117|RKLYWS|17|ROCKLEY PHOTONICS HLDGS LTD WT|0.75
20220201|G76279101|ROIV|9316|ROIVANT SCIENCES LTD SHS (BMU)|6.95
20220201|G7637J115|ROSEU|7195|ROSE HILL ACQ CORP UNT 1 ORD S|10.04
20220201|G7738W106|SFL|86|SFL CORP LTD SH (BMU)|8.20
20220201|G7823S119|SATLW|2441|SATELLOGIC INC. USD RED WTS (V|0.45
20220201|G7997R103|STX|810|SEAGATE TECH HLDS PLC ORDINARY|107.15
20220201|G7998G106|SDRLF|662012|SEADRILL LTD NEW SHS (BMU)|0.15
20220201|G8T86C105|SNII|2001|SUPERNOVA PARTNERS ACQ. CO II |9.95
20220201|G8T90F128|STREWS|165438|SUPERNOVA PARTNERS ACQUISITION|0.58
20220201|G8028L107|LGST|149|SEMPER PARATUS ACQUISITION COR|9.92
20220201|G80475109|SQZZF|3768|SERICA ENERGY PLC (UK)|3.30
20220201|G8062B106|SNTG|939|SENTAGE HLDGS INC.|0.78
20220201|G80694121|SVNAU|499|7 ACQUISITION CORP UNIT 1 CL A|9.95
20220201|G81355128|SLCRW|1739|SILVER CREST ACQ CORP WT EXP 3|0.37
20220201|G8201H113|SPKBW|173|SILVER SPIKE ACQ CORP II CORP |0.45
20220201|G8211A108|EDTK|3080|SKILLFUL CRAFTSMAN ED TECH LTD|1.39
20220201|G82220115|SKYAW|50|SKYDECK ACQUISITION CORP WT EX|0.61
20220201|G8253T106|DNAA|4711|SOCIAL CAP SUVRETTA HLDGS CORP|9.84
20220201|G8253Y105|DNAD|1014|SOCIAL CAP SUVRETTA HLDGS CORP|9.63
20220201|G8377A124|SVSVW|23794|SPRING VY ACQUISITION CORP WT |0.90
20220201|G8465L115|STETWS|910|ST ENERGY TRANSITION I LTD WT |0.35
20220201|G8473T100|STE|232|STERIS PLC ORD SHS(IRL)|224.40
20220201|G8566R110|SMIHW|797|SUMMIT HEALTHCARE ACQUISITION |0.48
20220201|G8588X103|SGHC|11497|SUPER GROUP SGHC LTD COM|8.71
20220201|G8588X111|SGHCWS|15058|SUPER GROUP SGHC LTD WT EXP|1.70
20220201|G8601L128|SVFAW|6|SVF INVT CORP WT EXP|0.76
20220201|G8656T109|TLGY|149|TLGY ACQUISITION CORP ORD SHS |9.95
20220201|G86656116|TOACW|52026|TALON 1 ACQUISITION CORP WT EX|0.37
20220201|G86656124|TOACU|1119|TALON 1 ACQ CORP UNIT 1 CL A &|10.16
20220201|G86659102|TLOFF|56701|TALON METALS CORP (VIRGIN ISLA|0.54
20220201|G8675X107|TANH|6990|TANTECH HLDGS LTD COM STK (VGB|0.29
20220201|G87084102|PETZ|147877|TDH HLDGS INC|0.48
20220201|G87119122|TETEU|178|TECHNOLOGY & TELECOMMUNICATION|10.05
20220201|G87264100|TGLS|503|TECNOGLASS INC COM|20.60
20220201|G8739H122|TEKKU|10|TEKKORP DIGITAL ACQUISIT CORP |10.00
20220201|G8807B106|TBPH|26893|THERAVANCE BIOPHARMA INC ORD S|9.11
20220201|G88672111|TINVWS|12784|TIGA ACQUISITION CORP WT EXP 1|0.65
20220201|G88935104|USCTU|70|TKB CRITICAL TECHNOLOGIES 1 UN|10.07
20220201|G88935112|USCT|5700|TKB CRITICAL TECHNOLOGIES 1 CL|9.91
20220201|G88935120|USCTW|5000|TKB CRITICAL TECHNOLOGIES 1 WT|0.42
20220201|G8956E117|TRTLWS|10|TORTOISEECOFIN ACQUISITION COR|0.49
20220201|G89826104|YTPG|759|TPG PACE BEN II CORP CL A (CYM|9.75
20220201|G8990D117|TPGYWS|13|TPG PACE BEN FIN CORP WT EXP 1|0.67
20220201|G8990L127|TPBAW|99194|TPB ACQUISITION CORP I WT EXP |0.50
20220201|G9059F118|TRAQWS|2657|TRINE II ACQUISITION CORP WT E|0.42
20220201|G9074V106|TRIS|6216|TRISTAR ACQUISITION I CORP CL |9.70
20220201|G9078F107|TRTN|866|TRITON INTL LTD CL A (BMU)|60.42
20220201|G9078F131|TRTNPRB|391|TRITON INTL LTD RED PERP PFD C|27.04
20220201|G9078F149|TRTNPRC|672|TRITON INTL LTD CUM RED PERP P|26.52
20220201|G9087Q102|TROX|125553|TRONOX HLDGS PLC SHS (GBR)|22.70
20220201|G9094C104|TROO|62|TROOPS, INC. ORDINARY SHARES|4.57
20220201|G9095M101|TACA|31|TREPONT ACQUISITION CORP I CL |9.99
20220201|G9103H102|TRIT|1100|TRITERRAS, INC. CLASS A|1.88
20220201|G9103H110|TRITW|1893|TRITERRAS, INC. WT EXP 2/2/202|0.32
20220201|G9118J101|TCAC|375|TUATARA CAP ACQUISITION CORP C|9.87
20220201|G9151L120|TRCAWS|163674|TWIN RIDGE CAP ACQUISITION COR|0.48
20220201|G9310A114|UTSI|2029|UTSTARCOM HOLDINGS CORP ORD SH|0.92
20220201|G9320Z125|VHNAU|31|VAHANNA TECH EDGE ACQUISITION |9.98
20220201|G9376R100|VVPR|65|VIVOPOWER INTERNATIONAL PLC SH|2.36
20220201|G9440A109|VSTA|381|VASTA PLATFORM LTD CLASS A (CY|5.28
20220201|G9440B115|VCKAW|881|VICKERS VANTAGE CORP I WT EXP |0.26
20220201|G9440D103|VTRU|176|VITRU LTD COM (CYM)|14.20
20220201|G9460C118|WALDW|932|WALDENCAST ACQUISITION CORP RE|0.62
20220201|G9460G101|VAL|100|VALARIS LTD COM (BMU)|41.49
20220201|G9460G119|VALWS|11153|VALARIS LTD WT EXP (BMU)|3.90
20220201|G9460M108|WPCB|3|WARBURG PINCUS CAP CORP I-B|9.72
20220201|G9470A102|VTEX|113978|VTEX CL A (CYM)|7.68
20220201|G9471C107|EVTL|303154|VERTICAL AEROSPACE LTD SHS|7.50
20220201|G9473A109|UTAA|19698|UTA ACQUISITION CORP CL A ORD |9.86
20220201|G9473A117|UTAAW|3870|UTA ACQUISITION CORP WT EXP 10|0.35
20220201|G9525W109|WEJO|515|WEJO GROUP LTD COM (BMU)|3.95
20220201|G9604C107|WNW|95|MEIWU TECHNOLOGY CO LTD|1.84
20220201|G96629103|WTW|79|WILLIS TOWERS WATSON PUB LTD C|233.96
20220201|G9829R103|XTGRF|12500|XTRA-GOLD RESOURCES CORP COM S|0.73
20220201|G9889V101|ZENV|619|ZENVIA INC COM CL A (CYM)|5.90
20220201|G9892K100|ZKIN|934|ZK INTL GROUP CO LTD SHS (VGB)|1.38
20220201|G9897X107|ZCMD|202|ZHONGCHAO INC USD CL A ORD SHS|1.62
20220201|H00263105|ACIU|92|AC IMMUNE SA SHS (CHE)|4.42
